"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Sousa, R.D.; Boranbayeva, A.; Satpayeva, Z.; Gassanova, A.","Sousa, Rui D. (36344256400); Boranbayeva, Ainur (57293034400); Satpayeva, Zaira T. (57214615874); Gassanova, Amina (57286546500)","36344256400; 57293034400; 57214615874; 57286546500","Management of successful technology transfer in agriculture: The case of Kazakhstan","2021","Problems and Perspectives in Management","19","3","","488","501","15","10.21511/ppm.19(3).2021.40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116500193&doi=10.21511%2Fppm.19%283%29.2021.40&partnerID=40&md5=2daf9d67222372a18f7ad051796c3169","Department, Universidade do Minho, Braga, Braga, Portugal; Department of Management, Al Farabi Kazakh National University, Almaty, Kazakhstan; Institute of Economics, Ministry of Education and Science of the Republic of Kazakhstan, Almaty, Kazakhstan; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","Sousa, Rui D., Department, Universidade do Minho, Braga, Braga, Portugal; Boranbayeva, Ainur, Department of Management, Al Farabi Kazakh National University, Almaty, Kazakhstan; Satpayeva, Zaira T., Institute of Economics, Ministry of Education and Science of the Republic of Kazakhstan, Almaty, Kazakhstan; Gassanova, Amina, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","Progress of agriculture is becoming increasingly reliant on the successful application of technology. However, many developing countries depend on technology transfer from other countries to be utilized in large and complex projects in agriculture. This study intends to identify strategic directions for successful technology transfer in developing countries’ agriculture with Kazakhstan as a case study. A SWOT analysis was conducted using Internal Factor Evaluation, External Factor Evaluation, Strategic Position and Action Evaluation, and Quantitative Strategic Planning matrices as analytical methods, based on primary data from interviews and secondary data from reports. With a weight of 52%, opportunities prevail in external factors, with emerging good geographical position, land area latitude, and participation in economic integrations as the most significant ones. On the other hand, internal factors such as emerging low skills in agricultural innovation, insufficient resources in agriculture, old technologies and worn-out equipment, and lack of mechanisms for effective adaptation of foreign technologies to local conditions are indicated as weaknesses, with the percentage of 82%. This study includes twenty-six strategies that were specially designed for technology transfer, and nine of them are considered the most relevant in overcoming internal weaknesses by exploiting external opportunities. Promoting agriculture in an innovative direction, expanding the resource base necessary for technology transfer, and increasing sources of funding for the transfer of technology and the R&D expenditures in agriculture make a top 3 of these strategies. These results will be of interest for policymakers in decision-making on technology transfer in agriculture. © 2021 LLC CPC Business Perspectives. All rights reserved.","Agriculture; Innovation; International technology transfer; Management; Strategy; SWOT analysis","","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85116500193"
"Akçakana, Ö.; Duran, T.","Akçakana, Özen (57224635141); Duran, Taner (57224633894)","57224635141; 57224633894","Overpayment and undue payment operations in public sector accounting and their accounting process","2021","Contemporary Studies in Economic and Financial Analysis","105","","","143","156","1","10.1108/S1569-375920200000105010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108081579&doi=10.1108%2FS1569-375920200000105010&partnerID=40&md5=ecc3c7ae269710460eaef0706e1da29f","SDU University, Kaskelen, Almaty, Kazakhstan; Çukurova Üniversitesi, Adana, Adana, Turkey","Akçakana, Özen, SDU University, Kaskelen, Almaty, Kazakhstan; Duran, Taner, Çukurova Üniversitesi, Adana, Adana, Turkey","Those charged and authorized with the acquisition and usage of all types of public resources are responsible for obtaining, using, accounting for, reporting resources in an effective, economical, efficient and legal way, and taking the necessary precautions to prevent their misusage. They have to report to the offices that are authorized regarding these issues. In this context, overpayment and undue payments made by public administrations become significant in terms of using public resources in an effective, economical, efficient, and legal way. One of the confusing issues for public institutions regarding salaries and similar payments to civil servants is on which legislation provisions should collection of salaries, additional course, severance, additional payment and similar payments should be collected in terms of overpayment and undue payments made for civil servants. In practice, most institutions interpret overpayments and undue payments to civil servants as public loss, and they carry out collection operations within the framework of the provisions of the Directive on Collection of Public Loss. Overpayment and undue payment refer to all forms of payments that are determined to be excessively or improperly made by an institution to employers, insurance holders, voluntary insurance holders, those who receive income or monthly payment, beneficiaries of these, holders of general health insurance and their dependents. An institution might provide more payment to a civil servant than they deserve due to reasons originating from the civil servant themselves or the administration. The purpose of this study is to explain in detail what overpayment and undue payment are and describe operations regarding collection of overpayments and undue payments, calculation of interest to be applied on these and accounting for it by providing examples. © 2021 by Emerald Publishing Limited.","Accounting for overpayment and undue payment; Interest calculation in overpayment and undue payment; Overpayment and undue payment; Public accounting; Public loss; Public payment","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85108081579"
"Lee, L.; Saydaliev, H.B.; Sirag, A.","Lee, Chin (16067888200); Saydaliev, Hayot Berk (57221252482); Sirag, Abdalla (56593128900)","16067888200; 57221252482; 56593128900","Leveraging Remittances to Promote Inclusive Growth and Reduce Poverty: Evidence from Low- and Middle-Income Asian Economies","2021","Economics, Law, and Institutions in Asia Pacific","","","","101","121","3","10.1007/978-981-16-1107-0_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105995695&doi=10.1007%2F978-981-16-1107-0_5&partnerID=40&md5=fef3c77d6303d26eebfe56ef112f80c3","School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; School of Graduate Studies, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","Lee, Chin, School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, School of Graduate Studies, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Sirag, Abdalla, School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","This study investigated the role of remittances in inclusive growth and poverty reduction in Asian low- and middle-income economies between 1995 and 2019. The results of the dynamic panel threshold estimator and system generalized method of moments (GMM) revealed that remittances increase inclusive growth and reduce poverty in most countries studied, but show mixed effects in the short run. The results also suggest that workers’ remittances tend to lower poverty rates in Asian low- and middle-income countries in the early stages of economic development but increases poverty when remittances go beyond the threshold of 8% of GDP. In that phase, foreign direct investment (FDI) replaces remittances as the source of development. To this end, our empirical paper sheds light on the channels through which remittances foster inclusive growth and alleviate poverty. This suggests that policies focusing on attracting remittance inflows should enhance the FDI absorbing environment, which is crucial in taking advantage of remittances for future developmental agendas. Policy recommendations are provided at the end of the chapter. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","Economic development; Panel threshold; Poverty; Remittances","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85105995695"
"Serikbayeva, B.; Abdulla, K.; Oskenbayev, Y.","Serikbayeva, Balzhan (57220182085); Abdulla, Kanat (55649429900); Oskenbayev, Yessengali (36091978400)","57220182085; 55649429900; 36091978400","State Capacity in Responding to COVID-19","2021","International Journal of Public Administration","44","11-12","","920","930","65","10.1080/01900692.2020.1850778","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097142295&doi=10.1080%2F01900692.2020.1850778&partnerID=40&md5=32c11166fc506d95e64515aa61608012","Nazarbayev University Graduate School of Public Policy, Astana, Kazakhstan; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","Serikbayeva, Balzhan, Nazarbayev University Graduate School of Public Policy, Astana, Kazakhstan; Abdulla, Kanat, Nazarbayev University Graduate School of Public Policy, Astana, Kazakhstan; Oskenbayev, Yessengali, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","This study investigates the link between state capacity and deaths from Covid-19. We examine the effects on the Covid-19 case fatality rates of state capacity across countries with an ordered probit estimation controlling for the level of democracy, government policy responses, the share of the elderly population, and health system resource capacity. The study presents strong evidence for the critical role of state capacity in achieving positive policy outcomes. The effect of government effectiveness on the Covid-19 death level is consistently negative and statistically significant, suggesting that increased government effectiveness is significantly associated with decreased Covid-19 fatality rates. The findings also show that in the models controlling for government effectiveness and the testing and stay at home policies, non-free countries are more likely to have lower death levels than free countries. The effects of the testing and stay at home policies have expected negative signs. Higher health system capacity represented by higher numbers of hospital beds and doctors is more likely to lower a country’ s case fatality rate. A higher proportion of the elderly population is associated with higher levels of death from Covid-19. © 2020 Taylor & Francis Group, LLC.","COVID-19; democracy; fatality rate; government effectiveness; health system capacity; policy responses; state capacity; testing policy","","","","","","","","","Article","Final","","Scopus","2-s2.0-85097142295"
"Zamanbekov, S.; Dogalov, A.; Zamanbekov, D.; Bildebayeva, A.; Cheirkhanova, A.; Bakirbekova, A.; Sikhimbayeva, B.","Zamanbekov, Shuakhbay Zamanbekovich (55887188700); Dogalov, Amangeldy Nazhmetovich (56241449200); Zamanbekov, Darkhan (55836272800); Bildebayeva, Aigul (57218776373); Cheirkhanova, Almagul (57218775262); Bakirbekova, Aigul M. (57191189288); Sikhimbayeva, Bakytkul (57218776136)","55887188700; 56241449200; 55836272800; 57218776373; 57218775262; 57191189288; 57218776136","Regional development of small and midsize businesses in the conditions of forming of innovative economy of Kazakhstan: A case study","2020","Entrepreneurship and Sustainability Issues","8","1","","618","639","3","10.9770/jesi.2020.8.1(43)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090258283&doi=10.9770%2Fjesi.2020.8.1%2843%29&partnerID=40&md5=dc93f64483be0de265694c32826e5c22","Kazakh National Women‘s Teacher Training University, Almaty, Kazakhstan; L.N. Gumilyov, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Narxoz University, Almaty, Kazakhstan","Zamanbekov, Shuakhbay Zamanbekovich, Kazakh National Women‘s Teacher Training University, Almaty, Kazakhstan; Dogalov, Amangeldy Nazhmetovich, L.N. Gumilyov, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Zamanbekov, Darkhan, SDU University, Kaskelen, Almaty, Kazakhstan; Bildebayeva, Aigul, Kazakh National Women‘s Teacher Training University, Almaty, Kazakhstan; Cheirkhanova, Almagul, Narxoz University, Almaty, Kazakhstan; Bakirbekova, Aigul M., L.N. Gumilyov, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Sikhimbayeva, Bakytkul, Kazakh National Women‘s Teacher Training University, Almaty, Kazakhstan","The article is devoted to the development of small and medium-sized enterprises (SMEs) in Kazakhstan which is recognized worldwide as an effective lever for economic growth of the country. It examines the current status and scope of activity of this business in Kazakhstan, as well as the possibility of its development in the future. It was found that the level of SMEs development in the low country, and the current structure of employment of its subjects are far from perfect. The causes of structural deformation of SMEs in business which is related to its lack of development in the industrial sector; the lack of its subjects in the manufacture of certain sectors define the intensive development of the economy. On the example of developed countries, where SMEs take the largest share in the production of the gross domestic product, the substantiation of the possibility of transformation of the business into a major sector of the economy in terms of its development on an innovative basis. Particular attention is paid to the SMEs creation around new innovative enterprises using the outsourcing system, franchising, and other business cooperation. At the same time recommendations on the use of the state to support mechanism to accelerate the growth of SMEs in the industrial sector and fully implement its technical industrial and socio-economic potential. © 2020 by author(s) and VsI Entrepreneurship and Sustainability Center.","Cluster; Franchising mechanism; Innovation; Investment; Localization and consulting; Outsourcing; Small and medium enterprises","","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85090258283"
"Atymtayeva, L.; Kozhakhmet, K.; Savchenko, A.","Atymtayeva, Lyazzat (42061007500); Kozhakhmet, Kanat T. (54897934000); Savchenko, Alexander (57218266217)","42061007500; 54897934000; 57218266217","Automated system for monitoring of educational processes: collection, management, and modeling of data","2020","Lecture Notes in Business Information Processing","391 LNBIP","","","341","351","3","10.1007/978-3-030-52306-0_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088511833&doi=10.1007%2F978-3-030-52306-0_24&partnerID=40&md5=7966f84fa208ee3ba73eb8e0414b13ca","SDU University, Kaskelen, Almaty, Kazakhstan","Atymtayeva, Lyazzat, SDU University, Kaskelen, Almaty, Kazakhstan; Kozhakhmet, Kanat T., SDU University, Kaskelen, Almaty, Kazakhstan; Savchenko, Alexander, SDU University, Kaskelen, Almaty, Kazakhstan","Currently, the most of the processes at the educational analytical centers entirely depend on the human factor. Automation of the real-time monitoring system for the educational processes can be possible through the development and improvement of the information technologies, algorithms and computational methods, such as machine learning methods, analysis and visualization of big data processes. This paper covers the issues of the development of automated system for monitoring of educational processes from the point of view of data collection, data management, and data modeling. It includes the stages of data collection with the description of data engineering methods, data management procedures, algorithms of data cleaning and filtering, data modeling and visualization processes as well as the description of intelligent algorithms for scoring analysis of results. The principal feature that characterizes the development of the mentioned automated system is the using of availability of user experience data from existing educational sites and other open data sources that allow us to create a complete vision of the educational processes’ state at various levels. © Springer Nature Switzerland AG 2020.","Data collection; Data modeling; Education; Machine learning","Automation; Data acquisition; Data visualization; Information analysis; Machine learning; Monitoring; Open Data; Software design; User experience; Visualization; Analytical centers; Automated systems; Educational process; Intelligent Algorithms; Machine learning methods; Management procedures; Real time monitoring system; Visualization process; Information management","Süleyman Demirel Üniversitesi, SDÜ","This research was supported by grant of the program of Ministry of Education of the Republic of Kazakhstan BR05236699 Development of a digital adaptive educational environment using Big Data analytics. We thank our colleagues from Suleyman Demirel University (Kazakhstan) who provided insight and expertise that greatly assisted the research. We express our hopes that they will agree with the conclusions and findings of this paper.","","10th International Symposium on Business Modeling and Software Design, BMSD 2020","2020-07-06 through 2020-07-08","Berlin","242039","Conference paper","Final","","Scopus","2-s2.0-85088511833"
"Kulaç, O.; Akman, E.; Babao˘glu, C.","Kulaç, Onur (56157412600); Akman, Elvettin (56005036800); Babao˘glu, Cenay (55682576600)","56157412600; 56005036800; 55682576600","Public Policy Analysis in Turkey: Past, Present and Future","2019","Public Policy Analysis in Turkey: Past, Present and Future","","","","1","432","1","10.3726/b16299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113668989&doi=10.3726%2Fb16299&partnerID=40&md5=6af815ed3df8095188381bc680501b91","Department of Political Science and Public Administration, Pamukkale Üniversitesi, Denizli, Denizli, Turkey; SDU University, Kaskelen, Almaty, Kazakhstan; Niğde Ömer Halisdemir University, Nigde, Nigde, Turkey","Kulaç, Onur, Department of Political Science and Public Administration, Pamukkale Üniversitesi, Denizli, Denizli, Turkey; Akman, Elvettin, SDU University, Kaskelen, Almaty, Kazakhstan; Babao˘glu, Cenay, Niğde Ömer Halisdemir University, Nigde, Nigde, Turkey","This book presents a broad and comprehensive perspective on analysis of public policy in Turkey. Each of the twenty-six chapters presents historical development, legal background, actors, problems, and recommendations of different policies. The scope of this book is to fill the void in the literature with regards to the analyses of public policies in Turkey. © Peter Lang AG 2019.","","","","","","","","","","Book","Final","","Scopus","2-s2.0-85113668989"
"Onder, K.; Şahin, M.","Onder, Kübra (57226717097); Şahin, Muhammet (57197742404)","57226717097; 57197742404","The significance of public goods in market failure debates: The role of public goods on market failure from the perspective of schools of economic thought","2019","Examining the Relationship Between Economics and Philosophy","","","","27","46","0","10.4018/978-1-7998-1037-7.ch002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125431491&doi=10.4018%2F978-1-7998-1037-7.ch002&partnerID=40&md5=50269a775e4e4c027fade2c9067a75a0","Department of Economics, Gazi Üniversitesi, Ankara, Ankara, Turkey; Department of Finance, SDU University, Kaskelen, Almaty, Kazakhstan","Onder, Kübra, Department of Economics, Gazi Üniversitesi, Ankara, Ankara, Turkey; Şahin, Muhammet, Department of Finance, SDU University, Kaskelen, Almaty, Kazakhstan","Before the emergence of the neoclassical economic approach, the idea that market instabilities are temporary and markets are spontaneously able to reach equilibrium was prevalent. However, with the neoclassical economic thought the idea that market economy alone is far from attaining equilibrium and there is a need for public economy. This is also known as market failure theory. There are many reasons of market failure. One of them is public goods. Public goods are generally regarded as an example of market failure and seen as a problem requiring government intervention. However, when main stream public goods theories are analyzed in-depth, it is seen that there is no agreement on the properties of public goods which may create a reason to the government presentation and public presentation is not approved in general. Therefore, the aim of this study is to make a comparative analysis of the approaches of different economics schools of thought which have contributions to the subject of public goods. © 2020, IGI Global. © 2020 by IGI Global.","","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85125431491"
"Rodgers, P.; Khan, Z.; Tarba, S.; Nurgabdeshov, A.; Ahammad, M.F.","Rodgers, Peter (23973475700); Khan, Zaheer (56189972400); Tarba, Shlomo Yedidia (6503974503); Nurgabdeshov, Assylbek (57196478162); Ahammad, Mohammad Faisal (57220274101)","23973475700; 56189972400; 6503974503; 57196478162; 57220274101","Exploring the determinants of location choice decisions of offshored R&D projects","2019","Journal of Business Research","103","","","472","483","17","10.1016/j.jbusres.2017.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033568506&doi=10.1016%2Fj.jbusres.2017.11.009&partnerID=40&md5=021b3c9587e4ce60ead75515fead186a","School of Business, University of Leicester, Leicester, Leicestershire, United Kingdom; Kent Business School, Canterbury, Kent, United Kingdom; Department of Strategy and International Business, University of Birmingham, Birmingham, West Midlands, United Kingdom; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; International Business Division, Leeds University Business School, Leeds, West Yorkshire, United Kingdom","Rodgers, Peter, School of Business, University of Leicester, Leicester, Leicestershire, United Kingdom; Khan, Zaheer, Kent Business School, Canterbury, Kent, United Kingdom; Tarba, Shlomo Yedidia, Department of Strategy and International Business, University of Birmingham, Birmingham, West Midlands, United Kingdom; Nurgabdeshov, Assylbek, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Ahammad, Mohammad Faisal, International Business Division, Leeds University Business School, Leeds, West Yorkshire, United Kingdom","This article extends the understanding of R&D offshoring with a particular micro-level focus on the determinants of location choice decisions for R&D activities at the project level. Using multinomial logistic regression, supplemented with PLS modelling, the article adopts an innovative R&D project-level approach to examine the key determinants of the location choice decisions made by 126 UK-based MNEs. The findings demonstrate that project characteristics—such as speed, quality, interactivity, innovativeness, and routineness—have a greater impact on location choice decisions than traditional considerations such as cost and wage, which have been extensively examined. We further find that the classification of R&D projects is not one of the key determinants of R&D project location-related decisions. Theoretically, the article uses an approach proposed by Demirbag and Glaister (2010), combined with Dunning's OLI framework, to highlight the scope for utilizing integrated theoretical frameworks to investigate location choice decisions for R&D offshoring within IB studies. We draw implications for research and practice. © 2017 Elsevier Inc.","Determinant factors; Location choice; Micro-level factors; MNEs; Offshoring; R&D","","","","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85033568506"
"Sönmez, A.; Çetin, D.","Sönmez, Alper (56115607100); Çetin, Dilek (57271622600)","56115607100; 57271622600","Introduction: Issues in emerging market economies","2018","Issues in Emerging Market Economies","","","","11","19","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115728490&partnerID=40&md5=b22e38c0f27b90e4098c31791da74ac1","Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey; SDU University, Kaskelen, Almaty, Kazakhstan","Sönmez, Alper, Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey; Çetin, Dilek, SDU University, Kaskelen, Almaty, Kazakhstan","[No abstract available]","","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85115728490"
"Sönmez, A.; Çetin, D.","Sönmez, Alper (56115607100); Çetin, Dilek (57271622600)","56115607100; 57271622600","Issues in emerging market economies","2018","Issues in Emerging Market Economies","","","","1","332","2","10.3726/b14784","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115718184&doi=10.3726%2Fb14784&partnerID=40&md5=b9e94ea79b24d75413f368c239ca6b10","Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey; SDU University, Kaskelen, Almaty, Kazakhstan","Sönmez, Alper, Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey; Çetin, Dilek, SDU University, Kaskelen, Almaty, Kazakhstan","This book analyzes the main economic issues of Emerging Market Economies (EMEs) on a country and regional basis. The authors investigate in detail the industry structure, agricultural, manufacturing and service sectors of EMEs. They also present comprehensive research on inflation, growth, employment, and labor force markets. The book also explores the capital market developments, total factor productivity, labor force participation, and foreign direct investment inflows. Moreover, the book discusses the monetary policies in EMEs and the effects of the 2008 global financial crisis on the EMEs. Finally, the book discusses policy implications for EMEs and offers political recommendations for the public institutions in emerging markets. © Peter Lang GmbH.","","","","","","","","","","Book","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85115718184"
"Çetin, D.; Sönmez, A.","Çetin, Dilek (57271622600); Sönmez, Alper (56115607100)","57271622600; 56115607100","The industry structure in EMEs","2018","Issues in Emerging Market Economies","","","","51","68","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115690185&partnerID=40&md5=34943ff218f36650f37894782758c13a","SDU University, Kaskelen, Almaty, Kazakhstan; Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey","Çetin, Dilek, SDU University, Kaskelen, Almaty, Kazakhstan; Sönmez, Alper, Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey","Industrialization is the main driver for increasing the standards of living and the economic development of a country especially for underdeveloped and developing nations. The industry sector is the sector which influences the transformation from being a developing nation to being a developed one. In the first phase of industrialization, as the countries developed, the share of industry in GDP and employment increases while the share of agriculture decreases. To distinguish the industrialization level of the countries, the structure of the industry can be used. To understand the industry structure, the share of industry in employment and value added in GDP are used. Moreover, the growth rate of industry in value added has been a good indicator for the industrialization rate. Manufacturing industry is the most important part of the industry as all the production process is executed. The share of value added of manufacturing industry in GDP is used to analyze the structure of manufacturing industry. China is a remarkable country with high levels of industrialization. Since the industrial revolution, countries utilize industry sector especially the manufacturing industry as engine for growth and to develop. © Peter Lang GmbH.","Emerging markets; Employment; Industry; Manufacturing; Value added","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85115690185"
"Serdali, B.K.; Beldibekova, A.T.; Zhaxylykbaeva, R.S.; Uzbekova, G.; Tursyn, K.","Serdali, Bekzhigit K. (56105909200); Beldibekova, Aliya T. (57203157148); Zhaxylykbaeva, Rimma S. (57195412405); Uzbekova, Gulnar (57203162988); Tursyn, Kudaibergen (57203156237)","56105909200; 57203157148; 57195412405; 57203162988; 57203156237","Democratic principles of education in media environment","2018","Espacios","39","30","","","","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050752102&partnerID=40&md5=d4e577083d75b58e58c8883ea171d016","Department of Kazakh Philology and Journalism, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Department of Journalism, Al Farabi Kazakh National University, Almaty, Kazakhstan; Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Serdali, Bekzhigit K., Department of Kazakh Philology and Journalism, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Beldibekova, Aliya T., Department of Kazakh Philology and Journalism, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Zhaxylykbaeva, Rimma S., Department of Journalism, Al Farabi Kazakh National University, Almaty, Kazakhstan; Uzbekova, Gulnar, Department of Journalism, Al Farabi Kazakh National University, Almaty, Kazakhstan; Tursyn, Kudaibergen, Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","The paper defines the possibilities of democratization of the state at solving the problem of interaction with the modern information environment. The media environment, which forms the democratic principles governing the existence of a society, is represented by a sphere that not only requires significant attention on the part of the state and other market participants, but also proposes requirements to the structure of its application on the part of the consumers of the content. In this regard, the authors suggest investigating the issue of a possibility of teaching a person to handle with media environment. The education not only considers the practical skills of work with the sources of information environments, but also forms an opportunity of their practical application in social interaction. At the level of social development it is expressed in working out a social agenda, which is practiced as not only the source of change in social and economic conditions, but also allows changing the political conditions of functioning. Each participant of such a process has an opportunity for holistic understanding of possible correlation between personal freedom and the ability of handling with the information environment. The authors show that such an acceptance contributes to development of social environment and social formation in general as well as of the scientific structures in particular. © 2018.","Democratic process; Information environment; Media education; Population; Social developments","","","","","","","","","Article","Final","","Scopus","2-s2.0-85050752102"
"Apakhayev, N.; Adilova, K.; Bugybay, D.; Mukaldyeva, G.; Mukhamadiyeva, G.N.; Koshpenbetov, B.M.","Apakhayev, Nurlan Zh (57194904899); Adilova, Kultay A. (57192371858); Bugybay, Dina B. (57196414968); Mukaldyeva, Gulyiya (57192157607); Mukhamadiyeva, Gulzhan N. (57193681102); Koshpenbetov, Bakhytkali M. (57193684886)","57194904899; 57192371858; 57196414968; 57192157607; 57193681102; 57193684886","Childhood legal protection in Kazakhstan","2017","Journal of Advanced Research in Law and Economics","8","3","","714","721","15","10.14505/jarle.v8.3(25).03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032911426&doi=10.14505%2Fjarle.v8.3%2825%29.03&partnerID=40&md5=97b276b18185694fbfa4b744ab715ef3","Department of History of Kazakhstan and Law, ""Q"" University, Almaty, Kazakhstan; Faculty of Law and Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Economics, Yessenov University, Aktau, Mangystau, Kazakhstan; Department of Civil Law and Civil Process, Al Farabi Kazakh National University, Almaty, Kazakhstan; Faculty of Law, Al Farabi Kazakh National University, Almaty, Kazakhstan; Department of State and the Civil-Law Disciplines, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan","Apakhayev, Nurlan Zh, Department of History of Kazakhstan and Law, ""Q"" University, Almaty, Kazakhstan; Adilova, Kultay A., Faculty of Law and Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Bugybay, Dina B., Department of Economics, Yessenov University, Aktau, Mangystau, Kazakhstan; Mukaldyeva, Gulyiya, Department of Civil Law and Civil Process, Al Farabi Kazakh National University, Almaty, Kazakhstan; Mukhamadiyeva, Gulzhan N., Faculty of Law, Al Farabi Kazakh National University, Almaty, Kazakhstan; Koshpenbetov, Bakhytkali M., Department of State and the Civil-Law Disciplines, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan","The article is dedicated to the analysis of formation, establishment, legislative bases of securing and realization of the rights of the child. Within the framework of the research, have been identified conditions and prospects for improving legislation on the implementation of child rights. The research was carried out using the general scientific dialectic method of cognition of social processes and particular methods of the system approach: structural-functional, concrete-historical, formal-logical, comparative-legal analysis and classification method. The analysis covers a complex of issues and is based on the achievements of legal science, statistical data, and relevant expert assessments. The theoretical and practical significance of the work is that the findings, generalizations and recommendations can be used to improve legislation in the field of protecting children’s rights, to develop targeted programs; in scientific research on the problems of institutionalization and the mechanism for implementing public policies to protect the rights of children. The materials and conclusions of the study can be useful for specialists from governmental, political and non-governmental organizations in the further development of government programs and measures aimed at the effective enforcement of the child’s rights. © 2017, by ASERS® Publishing. All rights reserved.","Childhood; Child’s rights; Family; Legal protection","","","","","","","","","Article","Final","","Scopus","2-s2.0-85032911426"
