"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Zhang, Y.; Hyder, M.; Baloch, Z.A.; Qian, C.; Saydaliev, H.B.","Zhang, Yonggang (57891299500); Hyder, Mansoor (57837400300); Baloch, Zulfiqar Ali (57217165460); Qian, Chong (57700503000); Saydaliev, Hayot Berk (57221252482)","57891299500; 57837400300; 57217165460; 57700503000; 57221252482","Nexus between oil price volatility and inflation: Mediating nexus from exchange rate","2022","Resources Policy","79","","102977","","","17","10.1016/j.resourpol.2022.102977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138110435&doi=10.1016%2Fj.resourpol.2022.102977&partnerID=40&md5=2b2492b1a9bbd363fe12116574b92470","Taiyuan University, Taiyuan, Shanxi, China; Computer Science and Engineering, Universität zu Köln, Koln, Nordrhein-Westfalen, Germany; College of Economics and Management, Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, China; School of Finance and Trade, Wenzhou Business College, Wenzhou, Zhejiang, China; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan","Zhang, Yonggang, Taiyuan University, Taiyuan, Shanxi, China; Hyder, Mansoor, Computer Science and Engineering, Universität zu Köln, Koln, Nordrhein-Westfalen, Germany; Baloch, Zulfiqar Ali, College of Economics and Management, Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, China; Qian, Chong, School of Finance and Trade, Wenzhou Business College, Wenzhou, Zhejiang, China; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan","The study estimates crude oil price volatility as a novel market dynamic for the exchange rate. Current theoretical advancements in global investment to find an antidote amongst crude oil costs unpredictability and exchange rates via moderating the effects of macroeconomic parameters. Vector Autoregressive (VAR) GARCH-GJR, as well as the General Equilibrium model, have been employed to approximate the experiential approximation. The study discovered that crude oil costs, as well as volatility, have out-of test forecast analysis for the exchange rate at everyday occurrence, particularly when crude oil form a substantial portion of the country's exports plus when there exist thriving trade relationships among the trade partners. The study equally revealed that the directional variation, i.e., increase or decrease, could be predicted evens without point predictability capacity. Our analyses are consistent and reliable to forecast estimation approach, predictability measurement and assessment timeframe, hence backing the effects of investment conduits in exchange rate evaluation. Moreover, the forecast content decreases within the analysis when there is a movement from monthly occurrences, implying that temporal data accumulation might elucidate the inability to forecast previous analysis utilizing four weeks or three months dataset. The estimated results demonstrate that all parameters can be suitable to indicate greater levels of anticipated prices of crude oil volatility, specifically in the short term. Nonetheless, the authors highlight that shocks deriving to the financial and investment markets lead to extra relevanc,e in determining crude oil price volatility. Our analysis is thoroughly intertwined with the consequences concerning the market financialization of crude oil markets. © 2022","Exchange rate forecasting; General equilibrium model; Macro variables; Oil price volatility; Vector autoregressive","Commerce; Cost benefit analysis; Forecasting; Investments; Auto-regressive; Crude oil prices; Exchange rate forecasting; Exchange rates; General equilibrium models; Macro variable; Oil costs; Oil price volatility; Oil volatility; Vector autoregressive; Crude oil; crude oil; exchange rate; financial market; forecasting method; general equilibrium analysis; inflation; price dynamics; vector autoregression","","","","","","","","Article","Final","","Scopus","2-s2.0-85138110435"
"Yuan, B.; Wang, W.; Saydaliev, H.B.; Dagar, V.; Acevedo-Duque, Á.","Yuan, Baihua (57452263100); Wang, Leiling (57652839800); Saydaliev, Hayot Berk (57221252482); Dagar, Vishal (57218885592); Acevedo-Duque, Ángel Eduardo (57212151243)","57452263100; 57652839800; 57221252482; 57218885592; 57212151243","Testing the impact of fiscal policies for economic recovery: does monetary policy act as catalytic tool for economic Survival","2022","Economic Change and Restructuring","55","4","","2215","2235","13","10.1007/s10644-022-09383-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124593371&doi=10.1007%2Fs10644-022-09383-7&partnerID=40&md5=b6d3eba1e90ebaf8d6476fd2a08f3d84","School of Finance, Jiangxi University of Finance and Economics, Nanchang, Jiangxi, China; Zhengzhou University, Zhengzhou, Henan, China; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Department of Economics and Public Policy, Great Lakes Institute of Management, Gurgaon, Gurugram, HR, India; Public Policy Observatory Faculty of Business and Administration, Universidad Autónoma de Chile, Temuco, AR, Chile","Yuan, Baihua, School of Finance, Jiangxi University of Finance and Economics, Nanchang, Jiangxi, China; Wang, Leiling, Zhengzhou University, Zhengzhou, Henan, China; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Dagar, Vishal, Department of Economics and Public Policy, Great Lakes Institute of Management, Gurgaon, Gurugram, HR, India; Acevedo-Duque, Ángel Eduardo, Public Policy Observatory Faculty of Business and Administration, Universidad Autónoma de Chile, Temuco, AR, Chile","This study seeks to evaluate the efficacy of macroeconomic revamping policies operationalized after the pandemic by fiscal and monetary regulators to fight the pandemic in China. This study aims to assess what the Chinese economic recovery implies after the pandemic regarding economic expansion and energy consumption of different economies utilizing an econometric approximation relying on data throughout the COVID-19 phase. Within the extended stage, Chinese economic development spillover impacts attain the same effect on upper-middle-income nations' economic expansion of 0.18 percent, next to the economic development, of lower-middle-income countries of 0.15 percent and high-income nations. We discover proofs of robust direct provincial spillovers, implying that provinces tend to construct a cluster of high-performing and low-performing areas, a procedure that accentuates regional earnings variances. Applying the experience of revamping previous financial crisis, we replicate the impact of the pandemic on the competence of these, and by far, other upper limit income nations to build back better from the pandemic to jobs occasioned by proofs of the pandemic. The spillover impact of China’s economic revival past the pandemic phase's carries a critical effect on the expansion in energy consumption in high-income nations, subsequently middle-income nations. As total factor productivity headwinds underpin economic growth, fiscal policy is the only policy that probably sustains the pollution intensities and concurrently advances household well-being regarding consumption and jobs. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","China; Econometric estimation; Economic recovery; Fiscal policies; Monetary policy","developing world; econometrics; economic development; economic growth; energy use; financial crisis; fiscal policy; macroeconomics; monetary policy; recovery plan; spillover effect; total factor productivity; China","","","","","","","","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85124593371"
"Chang, L.; Baloch, Z.A.; Saydaliev, H.B.; Hyder, M.; Dilanchiev, A.","Chang, Lei (57325381100); Baloch, Zulfiqar Ali (57217165460); Saydaliev, Hayot Berk (57221252482); Hyder, Mansoor (57837400300); Dilanchiev, Azer (55641462700)","57325381100; 57217165460; 57221252482; 57837400300; 55641462700","Testing oil price volatility during Covid-19: Global economic impact","2022","Resources Policy","78","","102891","","","32","10.1016/j.resourpol.2022.102891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135720131&doi=10.1016%2Fj.resourpol.2022.102891&partnerID=40&md5=87e83988638b86119030c715519c81ba","School of Economics, Peking University, Beijing, China; College of Economics and Management, Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, China; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Computer Science and Engineering, Universität zu Köln, Koln, Nordrhein-Westfalen, Germany; International Black Sea University, Tbilisi, Georgia","Chang, Lei, School of Economics, Peking University, Beijing, China; Baloch, Zulfiqar Ali, College of Economics and Management, Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, China; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Hyder, Mansoor, Computer Science and Engineering, Universität zu Köln, Koln, Nordrhein-Westfalen, Germany; Dilanchiev, Azer, International Black Sea University, Tbilisi, Georgia","This paper is occasioned by the current events in the crude oil markets throughout the Covid pandemic time. The study analyzes the evolving nature of crude oil cost unpredictability caused by the variations that influence the crude sector throughout the current contagion. Every day's dataset is within the first month of 2020 and December 30, 2021 were measured by applying VAR and GARCH models. The results corroborate that the current contagion has adverse effects on the crude sector, primarily in two ways. It resulted in the headwinds for demand and cut international demand for crude oil, increasing uncertainty for major advanced and developing nations. Next, it resulted in output headwinds as the pandemic caused hydrocarbons conflicts among the leading crude supplying countries. The two headwinds seem to have caused the more than necessary crude unpredictability. Moreover, it was found that the United States output, total requirements, and crude-leaning demand shocks adversely affect the supply unpredictability of the United States and the extractive sectors. The findings depict that crude price instability responded significantly to the contagion caused by crude headwinds. Specifically, the study recorded the effect of uncertainty because of these headwinds beyond financiers' concerns about crude price instability. This study indicates that spillovers do not have meaningful forecast data, igniting critical debates concerning the relevance of the spillover indicator for predicting at minimal sampling occurrence. © 2022","Covid-19; Economic recovery; Oil price volatility; World economy","'current; Covid-19; Crude oil market; Current events; Economic impacts; Economic recovery; Global economics; Oil price volatility; Uncertainty; World economy; Crude oil","","","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85135720131"
"Chen, B.; Zhang, C.; Saydaliev, H.B.","Chen, Baohua (57816442300); Zhang, Chunlian (57744765900); Saydaliev, Hayot Berk (57221252482)","57816442300; 57744765900; 57221252482","Does bank complexity during the COVID-19 crisis alter the financing mechanism for small and medium-sized enterprises?","2022","Economic Analysis and Policy","75","","","705","715","2","10.1016/j.eap.2022.06.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134733371&doi=10.1016%2Fj.eap.2022.06.018&partnerID=40&md5=e0b6deaa43be1576fafcbe84de909f2d","Northwest University, Xi'an, Shaanxi, China; Beijing Geely University, Beijing, Beijing, China; School of Finance, Jiangxi University of Finance and Economics, Nanchang, Jiangxi, China; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan","Chen, Baohua, Northwest University, Xi'an, Shaanxi, China, Beijing Geely University, Beijing, Beijing, China; Zhang, Chunlian, School of Finance, Jiangxi University of Finance and Economics, Nanchang, Jiangxi, China; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan","Commercial banks are the largest creditor to small and medium-sized enterprises (SMEs) in the United States. This is regardless of the size of the business and includes new and fledgling ones. Despite this, it is almost impossible for banks to understand whether an SME has a good credit status due to increased information asymmetry. This could, therefore, prevent banks from lending money to an SME. Having seen their financing contract after the 2007–2009 financial crisis, American SMEs have lost even more market share for business loans. The Small Business Credit Survey by the Federal Reserve showed that “small employer companies” (firms with at least one non-owner employee, but fewer than 500) in the US had the most frequent financial challenge. Just 42% of these firms had their financing requirements fulfilled. Thus, the study findings confirmed the nexus between the variables. Financing shortages are detrimental to SMEs and have been shown to keep them from reaching their full potential to expand and provide economic benefits. This study also suggests different policy implications for the stakeholders. © 2022 Economic Society of Australia, Queensland","Bank complexity; Commercial banks; Financing for SMEs; Financing system; Small and medium-sized enterprises","","Graduate Innovative Special Fund Projects of Jiangxi Province","Project support: “Study on the financialization behavior of listed companies in industrial sector” (YC2019-B086), the 2019 Graduate Innovation Special Fund Project of Jiangxi Province, China.Funding: The authors acknowledge the financial support from the 2019 Graduate Innovation Special Fund Project of Jiangxi Province: “Study on the financialization behavior of listed companies in industrial sector ” (YC2019-B086).","","","","","","Article","Final","","Scopus","2-s2.0-85134733371"
"Tleubayev, A.; Bobojonov, I.; Götz, L.","Tleubayev, Alisher (57218958016); Bobojonov, Ihtiyor (26323550900); Götz, Linde (37066033600)","57218958016; 26323550900; 37066033600","Agricultural Policies and Technical Efficiency of Wheat Production in Kazakhstan and Russia: Evidence from a Stochastic Frontier Approach","2022","Journal of Agricultural and Applied Economics","54","3","","407","421","11","10.1017/aae.2022.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139719797&doi=10.1017%2Faae.2022.13&partnerID=40&md5=7ddb5efe6d6374ef0057c835d1e38feb","Department of Agricultural Markets, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","Tleubayev, Alisher, Department of Agricultural Markets, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Bobojonov, Ihtiyor, Department of Agricultural Markets, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany; Götz, Linde, Department of Agricultural Markets, Leibniz-Institut für Agrarentwicklung in Transformationsökonomien, Halle, Sachsen-Anhalt, Germany","We utilize a unique primary data set of farms in Russia and Kazakhstan to investigate the link between policy reforms and technical efficiency. These countries have heavily subsidized their domestic agricultural production over the last decade, with a total of around USD 76 billion USD and USD 11.5 billion USD in government funding directed towards the agricultural sectors in Russia and Kazakhstan, respectively. Results of a stochastic frontier analysis make evident that variable inputs, such as fertilizer, have a relatively large influence on wheat production compared to land. Nearly every fifth farm has a technical efficiency level lower than 60%, suggesting significant unrealized production potential. While our analysis shows a negative relation between subsidies and efficiency, other factors, such as farmer's education, cooperative and agroholding membership, and participation in insurance programs, are positively related to farm efficiency. The results imply that the governments and policymakers could mobilize the unutilized wheat production potential by improving the farmer education system, fostering cooperation among farms, and developing functioning farm insurance schemes. © 2022 The Author(s). Published by Cambridge University Press on behalf of the Southern Agricultural Economics Association.","Food security; KRU countries; stochastic frontier analysis; subsidies; technical efficiency","","Bundesministerium für Ernährung und Landwirtschaft, BMEL, (2816HS005); Bundesministerium für Ernährung und Landwirtschaft, BMEL","This work was supported by German Federal Ministry of Food and Agriculture (BMEL), in the frame of the research project titled “Analysis of the Strategy of the Russian Federation to extend Agricultural Production (STARLAP)”, Grant Number - 2816HS005.","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85139719797"
"Yang, Y.; Liu, Z.; Saydaliev, H.B.; Iqbal, S.","Yang, Yang (57215503665); Liu, Zhen (59562843300); Saydaliev, Hayot Berk (57221252482); Iqbal, Sajid (57617100700)","57215503665; 59562843300; 57221252482; 57617100700","Economic impact of crude oil supply disruption on social welfare losses and strategic petroleum reserves","2022","Resources Policy","77","","102689","","","127","10.1016/j.resourpol.2022.102689","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129324933&doi=10.1016%2Fj.resourpol.2022.102689&partnerID=40&md5=d9829c9f80661502c75a4b4122c11e1b","School of Economics and Management, Xi'an Institute of Posts and Telecommunications, Xi'an, Shaanxi, China; Nanjing Normal University, Nanjing, Jiangsu, China; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; University of Management and Technology Lahore, Lahore, Pakistan","Yang, Yang, School of Economics and Management, Xi'an Institute of Posts and Telecommunications, Xi'an, Shaanxi, China; Liu, Zhen, Nanjing Normal University, Nanjing, Jiangsu, China; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Iqbal, Sajid, University of Management and Technology Lahore, Lahore, Pakistan","Strategic petroleum reserves are a major too to mitigate the risk oil supply disruptions and to discourage the use of energy as a geopolitical weapon. Moreover, oil supply disruption severely damages the energy security and economic growth as well. Therefore, we used econometric estimation and combine numerous relevant, multidimensional and comprehensive set of indicators through Principal Component Analysis (PCA) to measure the physical oil supply risk and strategic petroleum reserves in order to enhance the social welfare in South Asia. Our analysis proved that 30% of the shortfall in crude oil distribution in markets accounts for the biggest vacillated system of crude oil costing. This shortfall immediately increases forecasted social welfare wastage via a 40% decrease in gross domestic product, which is estimated at $700 in South Asia and $3000 in the largest crude oil economy. The quantity and value of oil supply required for the strategic petroleum reserves to trigger the optimum building and drawdown of the oil are calculated using PCA and game solution. Limited testing of private sector inventory adjustments was less encouraging, suggesting that private actions may have partially offset some government reductions. Therefore, anticipated costs grow at 4% in regular market situations, decrease nearly 8% in interrupted market conditions, and decrease 9% in highly interrupted market conditions. With the benefit of retrospection, improved management may have considerably increased the value of the strategic petroleum reserves, particularly during the peak disruption. A quantitative risk evaluation of crude oil disruptions reveals the importance of crude oil accumulation and the drawdown of vital national crude oil stockpiles as governments seek to optimize consumer well-being while simultaneously maintaining control over oil stockpiles. © 2022 Elsevier Ltd","Crude oils stockpile; PCA analysis; Price reduction factor; Risk; Social welfare; South Asia; Volatility","Commerce; Crude oil; Economic analysis; Energy security; Gasoline; Petroleum analysis; Petroleum reservoir evaluation; Proven reserves; Reserves to production ratio; Risk assessment; Risk perception; Crude oil stockpile; Price reduction factor; Price reductions; Principal component analyse analyse; Principal-component analysis; Reduction factor; Social welfare; South Asia; Strategic petroleum reserve; Volatility; Principal component analysis; crude oil; econometrics; economic impact; energy market; oil supply; petroleum hydrocarbon; principal component analysis; risk assessment; welfare impact","","","","","","","","Article","Final","","Scopus","2-s2.0-85129324933"
"Zhao, L.; Saydaliev, H.B.; Iqbal, S.","Zhao, Linhai (55493717100); Saydaliev, Hayot Berk (57221252482); Iqbal, Sajid (57215505265)","55493717100; 57221252482; 57215505265","ENERGY FINANCING, COVID-19 REPERCUSSIONS AND CLIMATE CHANGE: IMPLICATIONS FOR EMERGING ECONOMIES","2022","Climate Change Economics","13","3","2240003","","","91","10.1142/S2010007822400036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124732490&doi=10.1142%2FS2010007822400036&partnerID=40&md5=d3a4a6fdc8909410c7780190d7f43cc7","School of Economics and Finance, Huaqiao University, Quanzhou, Fujian, China; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Sialkot Campus, University of Management and Technology Lahore, Lahore, Pakistan","Zhao, Linhai, School of Economics and Finance, Huaqiao University, Quanzhou, Fujian, China; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan; Iqbal, Sajid, Sialkot Campus, University of Management and Technology Lahore, Lahore, Pakistan","This study is intended to test the role of renewable energy financing on climate change and to present the implications for the key stakeholders towards the acquisition of post-covid-recovery in the Asian and ASEAN economies. For this, data envelopment analysis (DEA) technique is applied to draw an inference between the constructs. Study finding resulted that higher energy consumption and rise in environmental pollution has brought a great change in the ASEAN and Asian economies' climate, for which, modern and renewable energy sources are suggested to use for the climate change mitigation. A sufficient amount of funds and the supply of energy finance to mitigate the climate change are eminently needed for the post-covid-recovery. Different financial institutions, banks and finance ministries of countries belonging from the both regions are suggested to play the best role. This is solely possible by pooling the funds in renewable energy sectors to enhance energy efficiency and control the climate change. This must be executed for the long-run period to get the desired outcomes. All the countries of both regions are further suggested to expedite the practices to apply strategic development goals (SDGs) for affordable and clean energy (SDG-7), climate change action (SDG-13) to achieve the national and global strategic objectives. © 2022 World Scientific Publishing Company.","climate change economics; climate change mitigation; energy efficiency; Energy financing","","","","","","","","","Article","Final","","Scopus","2-s2.0-85124732490"
"Kozhakhmet, S.; Nurgabdeshov, A.","Kozhakhmet, Sanat (57193951441); Nurgabdeshov, Assylbek (57196478162)","57193951441; 57196478162","Knowledge acquisition of Chinese expatriates: managing Chinese MNEs in Kazakhstan","2022","Journal of International Management","28","2","100919","","","16","10.1016/j.intman.2021.100919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120991906&doi=10.1016%2Fj.intman.2021.100919&partnerID=40&md5=f2eeaf571372b1dc17f0a0e7a860aa7b","School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Edinburgh Business School, Heriot-Watt University, Edinburgh, Scotland, United Kingdom","Kozhakhmet, Sanat, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Nurgabdeshov, Assylbek, Edinburgh Business School, Heriot-Watt University, Edinburgh, Scotland, United Kingdom","This article advances understanding of the interplay between cultural intelligence of Chinese expatriates managing Chinese multinational enterprises in Kazakhstan and the level of knowledge acquisition from local employees. Drawing on rich quantitative data, and framed by Kolb's Experiential Learning Theory, Sternberg's Theory of Successful Intelligence and Bandura's Social Learning Theory, the article advances knowledge of the relationship between cultural intelligence, innovativeness and knowledge acquisition. The article also draws particular attention to the moderated mediation model of the research and contributes to the literature by enhancing our understanding of Chinese expatriates' knowledge acquisition from local employees by viewing interpersonal skills as a moderating factor. © 2021","Cultural intelligence; Innovativeness; Interpersonal skills; Knowledge acquisition; Moderated mediation model","","University of Aberdeen, ABDN","We wish to express our grateful acknowledgement to Associate Professor Smitha Nair (Amrita School of Business), Professor Mehmet Demirbag (University of Essex) and Professor Zaheer Khan (University of Aberdeen) for their help and valuable suggestions.","","","","","","Article","Final","","Scopus","2-s2.0-85120991906"
"Saydaliev, H.B.; Kadyrov, S.; Lee, L.","Saydaliev, Hayot Berk (57221252482); Kadyrov, Shirali (36844229300); Lee, Chin (16067888200)","57221252482; 36844229300; 16067888200","Attitudes Toward Vaccination and Its Impact on Economy","2022","International Journal of Economics and Management","16","SpecialIssue1","","131","142","1","10.47836/IJEAMSI.16.1.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143817606&doi=10.47836%2FIJEAMSI.16.1.009&partnerID=40&md5=54879a1a22d7c45a4d78f635cc42536c","Institute of Forecasting and Macroeconomic Research, Tashkent, Uzbekistan; Tashkent State University of Economics, Tashkent, Uzbekistan; Faculty of Engineering, SDU University, Kaskelen, Almaty, Kazakhstan; School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","Saydaliev, Hayot Berk, Institute of Forecasting and Macroeconomic Research, Tashkent, Uzbekistan, Tashkent State University of Economics, Tashkent, Uzbekistan; Kadyrov, Shirali, Faculty of Engineering, SDU University, Kaskelen, Almaty, Kazakhstan; Lee, Chin, School of Business and Economics, Universiti Putra Malaysia, Serdang, Selangor, Malaysia","Rapid rollouts of the vaccine are imperative for economic recovery; however, vaccine hesitancy could draw out not only the pandemic but also social distancing and lockdown requirements. The main purpose of this paper is to empirically investigate whether the vaccination rate affects government budget constraints as well as whether vaccine hesitancy matters in controlling the dynamics of the Covid-19 epidemic in Uzbekistan. We integrated a Susceptible-Exposed-Infectious-Removed (SEIR) epidemic model with a macroeconomic model to explore the impact of the vaccination. Our results show that vaccine hesitancy substantially influences excess COVID-19-related deaths, such that governments that are able to sustain quick vaccine rollout rates would have a 20-times lower excess death rate. A slow-paced vaccine rollout has compounded effects over time, producing much heavier consequences for the population than a rapid rollout rate. In Uzbekistan, a counterfactual exercise that intensified vaccine hesitancy between April and November 2021 likely increased the death toll by approximately thousand deaths. Therefore, the policy gains of accelerating the vaccination rate are significant, given that it would minimize both cumulative mortality and the risk of new virus variants while achieving herd immunity. Concurrently, efforts to mitigate hesitancy are crucial, particularly if the percentage of the population that is against the vaccination is greater than the percentage needed for herd immunity. To this end, our empirical study helps shed light on the challenging dynamics between health and the economy during the pandemic as well as the mechanisms through which these effects take place. JEL Classification: I15, I18, D58, E17 © International Journal of Economics and Management. ISSN 1823-836X. e-ISSN 2600-9390.","Dynamical systems; Nonlinear epidemic model; Pandemic; Vaccination; Vaccine hesitancy","","Ministry of Education and Science of the Republic of Kazakhstan","First and second author acknowledge the support by a grant from the Ministry of Education and Science of the Republic of Kazakhstan within the framework of the Project AP08051987-Irregular sets in Dynamical Systems”.","","","","","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85143817606"
"Liu, Z.; Lu, L.; Tiep Le, T.; Saydaliev, H.B.","Liu, Zhen (59562843300); Lu, Lu (57286515000); Tiep Le, Thanh (57409501400); Saydaliev, Hayot Berk (57221252482)","59562843300; 57286515000; 57409501400; 57221252482","Counterfactual analysis among Covid-19: fiscal and monetary policy for green economic recovery","2022","Economic Research-Ekonomska Istrazivanja","35","1","","5947","5970","3","10.1080/1331677X.2022.2042710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127251872&doi=10.1080%2F1331677X.2022.2042710&partnerID=40&md5=8bf2c0d36eb3d7726019fdb59ec0b530","School of Business, Nanjing Normal University, Nanjing, Jiangsu, China; School of Finance, Nanjing University of Finance and Economics, Nanjing, Jiangsu, China; University of Economics and Finance, Ho Chi Minh City, Ho Chi Minh City, Viet Nam; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan","Liu, Zhen, School of Business, Nanjing Normal University, Nanjing, Jiangsu, China; Lu, Lu, School of Finance, Nanjing University of Finance and Economics, Nanjing, Jiangsu, China; Tiep Le, Thanh, University of Economics and Finance, Ho Chi Minh City, Ho Chi Minh City, Viet Nam; Saydaliev, Hayot Berk, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan, Department of Mathematical Methods in Economics, Tashkent State University of Economics, Tashkent, Uzbekistan","This study examines fiscal-monetary policy links in America across a time period that includes the recent global economic crisis and the COVID-19 emergency. Hypotheses deviate that regulatory administrations are permanent and calculate fiscal policy yearly percentage rate and budgetary regulations which are likely to change between two governments. Additionally, study uses the VAR technique to evaluate the effects of financial initiatives similar to those undertaken in the aftermath of the Covid-19 outbreak. Results discovered that fiscal policy is more successful than monetary policy, and that lavishing on public debt helps increase short-run economic performance. People argue that concerns about a rapid rise in prices as a result of fiscal stimulus are unfounded because the US economy was not close to full employment or full use of funds prior to the global epidemic, and the dissemination processes that could contribute to accelerating rising prices are not always in place. As a result, with the withdrawal of monetary stimulus, the favourable effects on actual GDP and real private expenditure are gone. Long-term mortgage rates have risen, money invested has decreased, and prices have risen, raising concerns about the banking system's inflationary tendency. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","America; debt spending; economic recovery; Fiscal- monetary policy; inflation","COVID-19; debt crisis; fiscal policy; green economy; inflation; monetary policy; United States","","","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85127251872"
