"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Kumar, A.; Ramachandran, M.; Manjula, M.; Agarwal, M.; Pooja; Kose, U.","Kumar, Ambeshwar B.Pradeep (57202315403); Ramachandran, Manikandan (37061393600); Manjula, M. (59063634400); Agarwal, Monika (57196261191); Pooja (59850850600); Kose, Utku (36544118500)","57202315403; 37061393600; 59063634400; 57196261191; 59850850600; 36544118500","Security, Privacy, Trust, and Other Issues in Industries 4.0","2024","Topics in Artificial Intelligence Applied to Industry 4.0","","","","223","237","2","10.1002/9781394216147.ch12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192331206&doi=10.1002%2F9781394216147.ch12&partnerID=40&md5=36d646c6d3451de033b460f326934cd8","Gandhi Institute of Technology and Management (GITAM), Visakhapatnam, AP, India; School of Computing, SASTRA Deemed University, Thanjavur, TN, India; Dayananda Sagar University, Bengaluru, KA, India; SDU University, Kaskelen, Almaty, Kazakhstan","Kumar, Ambeshwar B.Pradeep, Gandhi Institute of Technology and Management (GITAM), Visakhapatnam, AP, India; Ramachandran, Manikandan, School of Computing, SASTRA Deemed University, Thanjavur, TN, India; Manjula, M., Dayananda Sagar University, Bengaluru, KA, India; Agarwal, Monika, Dayananda Sagar University, Bengaluru, KA, India; Pooja, null, Dayananda Sagar University, Bengaluru, KA, India; Kose, Utku, SDU University, Kaskelen, Almaty, Kazakhstan","In today’s global scenario, digitalization has reached a higher level. In the earlier era, only mobile phones and computers were connected to the internet, but with the advent of new technology such as surveillance cameras, biometric devices, automated vehicles, robots, and smart devices, nearly a billion devices are now connected to the internet, and by the year 2025, more than 50 billion devices would be connected with the internet. In this situation, security is the most concerning topic that whether the connected devices are safe or being attacked by unauthorized users. There is a lot to be gained by adopting Industry 4.0 technologies, so why has not adoption kept pace with expectations? The answer is simple: security. The industrial Internet of Things (IIoT) will have sensing, visualization, and analytics tools that can be accessed by anyone, anytime, anywhere in the world. However, the real challenges are not that machines are talking with each other. The main challenge is that people are interacting more and more through the machine and because of this the deeply rooted security problem with the possibility of impersonation, identity theft, hacking, and, in general, cyber-threats. Industry 4.0 fosters significant improvements to data exchange and industrial control in the manufacturing industry, as embodied in so-called smart factories. Manufacturing businesses need to make sure that IP assets, such as technical documentation and design files, are managed securely in addition to guaranteeing that the aforementioned responsibilities are completed. The Internet of Things (IoT) is a future-facing development of the Internet, where objects are communicating with each other. IoT devices will use sensor-based technologies, and they transmit the data from one device to another device or server. The gathered data is stored either in a cloud-based warehouse or a data warehouse. The challenges arise in the security of the gathered data; it should not be used by unauthorized or intruders. The resilience of production processes strongly depends on the manufacturing companies’ awareness of the current threat landscape and the employed security framework for protecting against attacks. Nearly 70% of most commonly used IoT devices contain vulnerabilities, which 56% unlikely or highly unlikely would be able to detect as a sophisticated attack by the organization. As IIoT is entering our day-to-day life, security risks are also pertaining to grow, and cyberattacks are no longer a matter of “what, when, if how, why.” Cybercriminals are also working on new technology to hack the disrupted sensitive data or damage the data. © 2024 John Wiley & Sons Ltd.","augmented reality; cyber-physical system; cyberterrorism; fog computing; IIoT; IoT attacks; phishing; security","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85192331206"
"Mamatnabiyev, Z.; Chronis, C.; Varlamis, I.; Zhaparov, M.","Mamatnabiyev, Zhumaniyaz (57207760346); Chronis, Christos (57194139790); Varlamis, Iraklis (6603228762); Zhaparov, M. K. (55637264200)","57207760346; 57194139790; 6603228762; 55637264200","Development of an Educational Robot for Exploring the Internet of Things","2024","International Journal of Advanced Computer Science and Applications","15","4","","1197","1205","4","10.14569/IJACSA.2024.01504120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192054891&doi=10.14569%2FIJACSA.2024.01504120&partnerID=40&md5=6edc3d86eb3900751167374c3d4d6dae","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Informatics and Telematics, Harokopio University of Athens, Athens, Attica, Greece; ICT Faculty, Paragon International University, Phnom Penh, Cambodia","Mamatnabiyev, Zhumaniyaz, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Chronis, Christos, Department of Informatics and Telematics, Harokopio University of Athens, Athens, Attica, Greece; Varlamis, Iraklis, Department of Informatics and Telematics, Harokopio University of Athens, Athens, Attica, Greece; Zhaparov, M. K., ICT Faculty, Paragon International University, Phnom Penh, Cambodia","Educational robots, when integrated into STEM (Science, Technology, Engineering, and Mathematics) education across a range of age groups, serve to enhance learning experiences by facilitating hands-on activities. These robots are particularly instrumental in the realm of Internet of Things (IoT) education, guiding learners from basic to advanced applications. This paper introduces the IoTXplorBot, an open-source and open-design educational robot, developed to foster the learning of IoT concepts in a cost-effective manner. The robot is equipped with a variety of low-cost sensors and actuators and features an interchangeable microcontroller that is compatible with other development boards from the Arduino Nano family. This compatibility allows for diverse programming languages and varied purposes. The robot’s printed circuit board is designed to be user-friendly, even for those with no engineering skills. The proposed board includes additional pins and a breadboard on the robot’s chassis, enabling the extension of the robot with other hardware components. The use of the Arduino board allows learners to leverage all capabilities from Arduino, such as the Arduino IoT cloud, dashboard, online compiler, and project hub. These resources aid in the development of new projects and in finding solutions to encountered problems. The paper concludes with a discussion on the future development of this robot, underscoring its potential for ongoing adaptation and improvement. © (2024), (Science and Information Organization). All rights reserved.","Arduino for Education; Educational robots; Internet of Things; IoT Education; IoT Educational Kit","Cost effectiveness; Educational robots; Engineering education; Machine design; Open source software; Printed circuit boards; Age groups; Arduino for education; Engineering and mathematics; Enhance learning; Internet of thing education; Internet of thing educational kit; Mathematics education; Science education; Science technologies; Technology education; Internet of things","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85192054891"
"Ivashchuk, O.; Atymtayeva, L.; Zhigalov, A.; Yagaliyeva, B.; Ivashchuk, O.; Fedorov, V.","Ivashchuk, Olga Alexandrovna (56007919800); Atymtayeva, Lyazzat (42061007500); Zhigalov, Alexei (58905894200); Yagaliyeva, Bagdat E. (42062442900); Ivashchuk, Oleg O. (57189031343); Fedorov, V. I. (57190838056)","56007919800; 42061007500; 58905894200; 42062442900; 57189031343; 57190838056","Neural network methods for the detection of farm animals in dense dynamic groups on images","2024","Applied Mathematics and Information Sciences","18","2","","241","249","3","10.18576/amis/180204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185945423&doi=10.18576%2Famis%2F180204&partnerID=40&md5=8c4d452a898a106c460dc69c409b208a","Department of Information Systems, Belgorod State University, Belgorod, Belgorod Oblast, Russian Federation; Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Cybersecurity, Satbayev University, Almaty, Kazakhstan; Department of Computer Science, Yessenov University, Aktau, Mangystau, Kazakhstan","Ivashchuk, Olga Alexandrovna, Department of Information Systems, Belgorod State University, Belgorod, Belgorod Oblast, Russian Federation; Atymtayeva, Lyazzat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Zhigalov, Alexei, Department of Information Systems, Belgorod State University, Belgorod, Belgorod Oblast, Russian Federation; Yagaliyeva, Bagdat E., Department of Cybersecurity, Satbayev University, Almaty, Kazakhstan; Ivashchuk, Oleg O., Department of Computer Science, Yessenov University, Aktau, Mangystau, Kazakhstan; Fedorov, V. I., Department of Information Systems, Belgorod State University, Belgorod, Belgorod Oblast, Russian Federation","Currently, there is an urgent need for non-invasive monitoring of farm animals’ health status, enabling swift responses to adverse situations such as morbidity, feeding disorders, and aggression. Globally, technologies for video monitoring of animals are being developed, which include image processing using intelligent methods, especially artificial neural networks. This paper presents the results of developing and investigating methods and models for detecting (individually identifying) farm animals, with a focus on pigs as a case study. These animals are located in dense, dynamic groups within agricultural complexes where traditional identification methods are less effective. To overcome this challenge, advanced neural network architectures, specifically Faster R-CNN and YOLOv5, were selected, finely tuned, and trained. The application of the YOLOv5 network achieved a detection accuracy with a mean Average Precision (mAP) of 94.05%, surpassing the accuracy demonstrated in comparable studies. These results provide a foundation for a hardware-software complex designed for non-invasive, automated monitoring of animal conditions, integrating intelligent data analysis. This system offers crucial support for science-based decision-making in the fields of animal husbandry and food security management. © (2024) NSP Natural Sciences Publishing Cor.","animal recognition and identification; artificial neural network (ANN); detection; face recognition; non-invasive automated monitoring; tracking; YOLOv5","","Russian Science Foundation, RSF, (22-11-20016); Russian Science Foundation, RSF","The research work was financially supported by the Russian Science Foundation (project no. 22-11-20016) on","","","","","","Article","Final","","Scopus","2-s2.0-85185945423"
"Serek, A.; Zhaparov, M.","Serek, Azamat (57207763595); Zhaparov, M. K. (55637264200)","57207763595; 55637264200","Optimizing preference satisfaction with genetic algorithm in matching students to supervisors","2024","Applied Mathematics and Information Sciences","18","1","","133","138","4","10.18576/amis/180114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185475476&doi=10.18576%2Famis%2F180114&partnerID=40&md5=69e1d830e9886c3fc97c944448f35cb1","Department of Information Systems, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Computer Science, Paragon International University, Phnom Penh, Cambodia","Serek, Azamat, Department of Information Systems, SDU University, Kaskelen, Almaty, Kazakhstan; Zhaparov, M. K., Department of Computer Science, Paragon International University, Phnom Penh, Cambodia","The allocation of students to supervisors is a crucial aspect of higher education, impacting the quality of guidance and support students receive for their academic projects. This paper explores the application of a genetic algorithm to optimize the matching process. The algorithm considers considers psychological compatibility between student and supervisor, and aims for maximization of preference satisfaction of students and supervisors regarding the match. Experimental results demonstrate high preference satisfaction (0.91), indicating effective alignment with students’ preferences. The algorithm’s time and space complexities show scalability, making it a promising solution for large-scale applications. Additionally, the workload distribution results highlight the algorithm’s ability to balance the student load among supervisors. © 2024 NSP Natural Sciences Publishing Cor. All Rights Reserved.","genetic algorithm; higher education; preference satisfaction; psychological compatibility; student-supervisor matching","","","","","","","","","Article","Final","","Scopus","2-s2.0-85185475476"
"Sadyk, U.; Baimukashev, R.; Turan, C.","Sadyk, Ualikhan (57460291500); Baimukashev, Rashid (58414975800); Turan, Cemil (56246423000)","57460291500; 58414975800; 56246423000","State-of-the-Art Review of Deep Learning Methods in Fake Banknote Recognition Problem","2024","International Journal of Advanced Computer Science and Applications","15","1","","848","856","9","10.14569/IJACSA.2024.0150185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185005495&doi=10.14569%2FIJACSA.2024.0150185&partnerID=40&md5=177fbd4bc04a37c498f3128ef0ba0714","SDU University, Kaskelen, Almaty, Kazakhstan","Sadyk, Ualikhan, SDU University, Kaskelen, Almaty, Kazakhstan; Baimukashev, Rashid, SDU University, Kaskelen, Almaty, Kazakhstan; Turan, Cemil, SDU University, Kaskelen, Almaty, Kazakhstan","In the burgeoning epoch of digital finance, the exigency for fortified monetary transactions is paramount, underscoring the need for advanced counterfeit deterrence methodologies. The research paper provides an exhaustive analysis, delving into the profundities of employing sophisticated deep learning (DL) paradigms in the battle against fiscal fraudulence through fake banknote detection. This comprehensive review juxtaposes the traditional machine learning approaches with the avant-garde DL techniques, accentuating the conspicuous superiority of the latter in terms of accuracy, efficiency, and the diminution of human oversight. Spanning multiple continents and currencies, the discourse highlights the universal applicability and potency of DL, incorporating convolutional neural networks (CNNs), recurrent neural networks (RNNs), and generative adversarial networks (GANs) in discerning the most cryptic of counterfeits, a feat unachievable by obsolete technologies. The paper meticulously dissects the architectures, learning processes, and operational facets of these systems, offering insights into their convolutional strata, pooling heuristics, backpropagation, and loss minimization algorithms, alluding to their consequential roles in feature extraction and intricate pattern recognition - the quintessentials of authenticating banknotes. Furthermore, the exploration broaches the ethical and privacy concerns stemming from DL, including data bias and over-reliance on technology, suggesting the harmonization of algorithmic advancements with robust legislative frameworks. Conclusively, this seminal review posits that while DL techniques herald a revolutionary competence in fake banknote recognition, continuous research, and multi-faceted strategies are imperative in adapting to the ever-evolving chicanery of counterfeit malefactors. © (2024), (Science and Information Organization). All Rights Reserved.","classification; detection; Fake banknote; recognition; review","Convolution; Convolutional neural networks; Crime; Deep learning; Fake detection; Generative adversarial networks; Learning systems; Banknote recognition; Detection; Fake banknote; Learning methods; Learning paradigms; Learning techniques; Machine learning approaches; Recognition; Research papers; State-of-the art reviews; Broaches","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85185005495"
"Farid, F.A.; Hashim, N.; Abdullah, J.B.; Bhuiyan, M.R.; Kairanbay, M.; Yusoff, Z.; Karim, H.A.; Mansor, S.; Sarker, M.D.T.; Ramasamy, G.","Farid, Fahmid Al (57288993100); Hashim, Noramiza Binti (25923471500); Abdullah, Junaidi Bin (17344939600); Bhuiyan, Md Roman (57289327500); Kairanbay, Magzhan Z. (57170931700); Yusoff, Zulfadzli Bin (6602570080); Karim, Hezerul Abdul (24492028400); Mansor, Sarina Binti (50761174000); Sarker, Md Tanjil (57816395100); Ramasamy, Gobbi (16022675600)","57288993100; 25923471500; 17344939600; 57289327500; 57170931700; 6602570080; 24492028400; 50761174000; 57816395100; 16022675600","Single Shot Detector CNN and Deep Dilated Masks for Vision-Based Hand Gesture Recognition From Video Sequences","2024","IEEE Access","12","","","28564","28574","20","10.1109/ACCESS.2024.3360857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184333719&doi=10.1109%2FACCESS.2024.3360857&partnerID=40&md5=74bfe3b743642dcb1d03c5f361657ebb","Multimedia University, Cyberjaya, Selangor, Malaysia; Faculty of Computing and Informatics, Multimedia University, Cyberjaya, Selangor, Malaysia; Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Farid, Fahmid Al, Multimedia University, Cyberjaya, Selangor, Malaysia; Hashim, Noramiza Binti, Faculty of Computing and Informatics, Multimedia University, Cyberjaya, Selangor, Malaysia; Abdullah, Junaidi Bin, Faculty of Computing and Informatics, Multimedia University, Cyberjaya, Selangor, Malaysia; Bhuiyan, Md Roman, Faculty of Computing and Informatics, Multimedia University, Cyberjaya, Selangor, Malaysia; Kairanbay, Magzhan Z., Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Yusoff, Zulfadzli Bin, Multimedia University, Cyberjaya, Selangor, Malaysia; Karim, Hezerul Abdul, Multimedia University, Cyberjaya, Selangor, Malaysia; Mansor, Sarina Binti, Multimedia University, Cyberjaya, Selangor, Malaysia; Sarker, Md Tanjil, Multimedia University, Cyberjaya, Selangor, Malaysia; Ramasamy, Gobbi, Multimedia University, Cyberjaya, Selangor, Malaysia","With an increasing number of people on the planet today, innovative human-computer interaction technologies and approaches may be employed to assist individuals in leading more fulfilling lives. Gesture-based technology has the potential to improve the safety and well-being of impaired people, as well as the general population. Recognizing gestures from video streams is a difficult problem because of the large degree of variation in the characteristics of each motion across individuals. In this article, we propose applying deep learning methods to recognize automated hand gestures using RGB and depth data. To train neural networks to detect hand gestures, any of these forms of data may be utilized. Gesture-based interfaces are more natural, intuitive, and straightforward. Earlier study attempted to characterize hand motions in a number of contexts. Our technique is evaluated using a vision-based gesture recognition system. In our suggested technique, image collection starts with RGB video and depth information captured with the Kinect sensor and is followed by tracking the hand using a single shot detector Convolutional Neural Network (SSD-CNN). When the kernel is applied, it creates an output value at each of the m × n locations. Using a collection of convolutional filters, each new feature layer generates a defined set of gesture detection predictions. After that, we perform deep dilation to make the gesture in the image masks more visible. Finally, hand gestures have been detected using the well-known classification technique SVM. Using deep learning we recognize hand gestures with higher accuracy of 93.68% in RGB passage, 83.45% in the depth passage, and 90.61% in RGB-D conjunction on the SKIG dataset compared to the state-of-the-art. In the context of our own created Different Camera Orientation Gesture (DCOG) dataset we got higher accuracy of 92.78% in RGB passage, 79.55% in the depth passage, and 88.56% in RGB-D conjunction for the gestures collected in 0-degree angle. Moreover, the framework intends to use unique methodologies to construct a superior vision-based hand gesture recognition system. © 2013 IEEE.","deep dilated mask; Gesture recognition; SSD-CNN; SVM; video sequences","Convolution; Deep neural networks; Gesture recognition; Human computer interaction; Palmprint recognition; Video recording; Video streaming; Convolutional neural network; Deep dilated mask; Deep learning; Gestures recognition; Multimedia computing; Single shot detector convolutional neural network; Single-shot; Streaming medium; Support vectors machine; SVM; Video sequences; Support vector machines","Multimedia University, MMU, (MMUI/230023.02); Multimedia University, MMU","This work was supported by Multimedia University, Cyberjaya, Selangor, Malaysia, under Grant MMUI/230023.02.","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85184333719"
"Ayazbayev, D.; Bogdanchikov, A.; Orynbekova, K.; Varlamis, I.","Ayazbayev, Dauren A. (58027694900); Bogdanchikov, Andrey (57216432873); Orynbekova, Kamila (57207759934); Varlamis, Iraklis (6603228762)","58027694900; 57216432873; 57207759934; 6603228762","Defining Semantically Close Words of Kazakh Language with Distributed System Apache Spark","2023","Big Data and Cognitive Computing","7","4","160","","","5","10.3390/bdcc7040160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180637999&doi=10.3390%2Fbdcc7040160&partnerID=40&md5=c8e2cccb73fc2e6030bbb7ef7f181c1a","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Informatics and Telematics, Harokopio University of Athens, Athens, Attica, Greece","Ayazbayev, Dauren A., Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Bogdanchikov, Andrey, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Orynbekova, Kamila, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Varlamis, Iraklis, Department of Informatics and Telematics, Harokopio University of Athens, Athens, Attica, Greece","This work focuses on determining semantically close words and using semantic similarity in general in order to improve performance in information retrieval tasks. The semantic similarity of words is an important task with many applications from information retrieval to spell checking or even document clustering and classification. Although, in languages with rich linguistic resources, the methods and tools for this task are well established, some languages do not have such tools. The first step in our experiment is to represent the words in a collection in a vector form and then define the semantic similarity of the terms using a vector similarity method. In order to tame the complexity of the task, which relies on the number of word (and, consequently, of the vector) pairs that have to be combined in order to define the semantically closest word pairs, A distributed method that runs on Apache Spark is designed to reduce the calculation time by running comparison tasks in parallel. Three alternative implementations are proposed and tested using a list of target words and seeking the most semantically similar words from a lexicon for each one of them. In a second step, we employ pre-trained multilingual sentence transformers to capture the content semantics at a sentence level and a vector-based semantic index to accelerate the searches. The code is written in MapReduce, and the experiments and results show that the proposed methods can provide an interesting solution for finding similar words or texts in the Kazakh language. © 2023 by the authors.","Apache Spark; cosine; FAISS; natural language processing; semantically close words; vector","Classification (of information); Information retrieval; Information retrieval systems; MapReduce; Natural language processing systems; Search engines; Semantics; Apache spark; Cosine; Distributed systems; FAISS; Improve performance; Language processing; Natural language processing; Natural languages; Semantic similarity; Semantically close word; Vectors","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85180637999"
"Arepova, G.; Alexeyeva, L.; Arepova, D.","Arepova, Gaukhar D. (57188559631); Alexeyeva, Lyudmila Alexeyevna (56411897200); Arepova, Dana D. (57202856691)","57188559631; 56411897200; 57202856691","Solution to the Dirichlet Problem of the Wave Equation on a Star Graph","2023","Mathematics","11","20","4234","","","3","10.3390/math11204234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175057212&doi=10.3390%2Fmath11204234&partnerID=40&md5=049488be09e6c01c4d4c3514a760eba6","Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Al Farabi Kazakh National University, Almaty, Kazakhstan","Arepova, Gaukhar D., Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan, Al Farabi Kazakh National University, Almaty, Kazakhstan; Alexeyeva, Lyudmila Alexeyevna, Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan; Arepova, Dana D., Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan","In this paper, the solution to the Dirichlet problem for the wave equation on the star graph is constructed. To begin, we solve the boundary value problem on the interval (on one edge of the graph). We use the generalized functions method to obtain the wave equation with a singular right-hand side. The solution to the Dirichlet problem is determined through the convolution of the fundamental solution with the singular right-hand side of the wave equation. Thus, the solution found on the interval is determined by the initial functions, boundary functions, and their derivatives (the unknown boundary functions). A resolving system of two linear algebraic equations in the space of the Fourier transform in time is constructed to determine the unknown boundary functions. Following inverse Fourier transforms, the solution to the Dirichlet problem of the wave equation on the interval is constructed. After determining all the solutions on all edges and taking the continuity condition and Kirchhoff joint condition into account, we obtain the solution to the wave equation on the star graph. © 2023 by the authors.","boundary vertices; Dirichlet problem; Fourier transform; generalized functions; internal vertex; Kirchhoff joint condition; star graph; wave equation","","Ministry of Education and Science of the Republic of Kazakhstan, (AP09261033)","Funding text 1: This work was financially supported by the Ministry of High Education and Science of the Republic of Kazakhstan (Project AP09261033).; Funding text 2: The authors acknowledge the financial support provided by the Ministry of High Education and Science of the Republic of Kazakhstan.","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85175057212"
"Magauiya, A.; Omarova, A.B.; Kasenova, A.; Akhmetov, Z.; Akhmadi, M.","Magauiya, Abay (57460289600); Omarova, Aiman Bekmuratovna (57189333980); Kasenova, Aigul (58299693900); Akhmetov, Zhassulan M. (57573212400); Akhmadi, Marat (58299498000)","57460289600; 57189333980; 58299693900; 57573212400; 58299498000","The Practices of Advanced Countries in the Legal Regulation of Intellectual Property Objects Created by Artificial Intelligence","2023","Revista de Direito, Estado e Telecomunicacoes","15","1","","191","206","8","10.26512/lstr.v15i1.43935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160947303&doi=10.26512%2Flstr.v15i1.43935&partnerID=40&md5=f7675d42dacf4b673ac7eae4f5d2b53c","Department of Law, SDU University, Kaskelen, Almaty, Kazakhstan; The faculty of law and Economics, Zhetysu University named after I. Zhansugurov, Taldy-Kurgan, Almaty Region, Kazakhstan","Magauiya, Abay, Department of Law, SDU University, Kaskelen, Almaty, Kazakhstan; Omarova, Aiman Bekmuratovna, Department of Law, SDU University, Kaskelen, Almaty, Kazakhstan; Kasenova, Aigul, Department of Law, SDU University, Kaskelen, Almaty, Kazakhstan; Akhmetov, Zhassulan M., Department of Law, SDU University, Kaskelen, Almaty, Kazakhstan; Akhmadi, Marat, The faculty of law and Economics, Zhetysu University named after I. Zhansugurov, Taldy-Kurgan, Almaty Region, Kazakhstan","[Purpose] The purpose of this study is to outline the general features of legal regulation in advanced countries of aitificial intelligence in the field of intellectual property law. namely in the context of legal regulation of intellectual property rights created by such artificial intelligence. [Methodology/Approach/Design] During the conducted research, the leading method is the comparative legal method. However, apart from it. an array of philosophical, general scientific, and special scientific methods has been used. [Findings] The main results obtained are the analysis of the provisions of regulations governing the specific features of intellectual property rights created by artificial intelligence in advanced countries of the world, such as the United States of America. Great Britain (England. Scotland. Wales. Ireland), the countries of the European Union, etc. [Practical Implications] Practical recommendations are provided for improving the national (Kazakh) legislation in the context of legal regulation of this issue. [Originality/Value] The materials can be used for further scientific research of the statutory regulation of intellectual property objects created by artificial intelligence and constitute a practical value for improving the quality of the available regulators. © 2023 Universidade de Brasilia. All rights reserved.","Intellectual Property Law; Judicial Practice; Objects of Intellectual Property Rights; Statutory Regulation","","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85160947303"
"Bazatbekov, B.; Turan, C.; Kadyrov, S.; Aitimov, A.","Bazatbekov, Bek (57216435444); Turan, Cemil (56246423000); Kadyrov, Shirali (36844229300); Aitimov, Askhat (57207766577)","57216435444; 56246423000; 36844229300; 57207766577","2D face recognition using PCA and triplet similarity embedding","2023","Bulletin of Electrical Engineering and Informatics","12","1","","580","586","3","10.11591/eei.v12i1.4162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141357567&doi=10.11591%2Feei.v12i1.4162&partnerID=40&md5=e3c64c8dfb5b193ce5d1d1d3944792e5","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan","Bazatbekov, Bek, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Turan, Cemil, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Kadyrov, Shirali, Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan; Aitimov, Askhat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","The aim of this study is to propose a new robust face recognition algorithm by combining principal component analysis (PCA), Triplet Similarity Embedding based technique and Projection as a similarity metric at the different stages of the recognition processes. The main idea is to use PCA for feature extraction and dimensionality reduction, then train the triplet similarity embedding to accommodate changes in the facial poses, and finally use orthogonal projection as a similarity metric for classification. We use the open source ORL dataset to conduct the experiments to find the recognition rates of the proposed algorithm and compare them to the performance of one of the very well-known machine learning algorithms k-Nearest Neighbor classifier. Our experimental results show that the proposed model outperforms the kNN. Moreover, when the training set is smaller than the test set, the performance contribution of triplet similarity embedding during the learning phase becomes more visible compared to without it. © 2023, Institute of Advanced Engineering and Science. All rights reserved.","Face recognition; K-nearest neighbor; Principal component analysis TP; Stochastic gradient descent; Triplet loss","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85141357567"
