"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Sadyk, U.; Turan, C.; Baimukashev, R.","Sadyk, Ualikhan (57460291500); Turan, Cemil (56246423000); Baimukashev, Rashid (58414975800)","57460291500; 56246423000; 58414975800","Overview of Deep Learning Models for Banknote Recognition","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","3","10.1109/ICECCO58239.2023.10147142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163791570&doi=10.1109%2FICECCO58239.2023.10147142&partnerID=40&md5=b832611ecdbc5f2a2aa8b2ea6bb4e1e1","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Sadyk, Ualikhan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Turan, Cemil, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Baimukashev, Rashid, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","This paper offers a comparative analysis of various deep learning models, including Convolutional Neural Networks (CNNs), Recurrent Neural Networks (RNNs), and Deep Belief Networks (DBNs), applied to the task of banknote recognition. Accurate banknote recognition is indispensable in financial transactions, vending machines, and security systems, and the development of reliable recognition systems is essential to mitigate fraud and ensure seamless operation. In this study, we employed the Banknote dataset, containing a balanced mixture of genuine and forged banknotes, to train and test these models. Our ex-perimental results demonstrate that the CNN model, specifically with ResNet-50 architecture, outperforms the others in terms of accuracy, precision, recall, and F1 score. The paper encapsulates the performance metrics and considerations for applying these models to banknote recognition, and aims to assist researchers and practitioners in choosing the most effective methods for future development of banknote recognition systems. © 2023 IEEE.","banknote recognition; convolutional neural networks (CNNs); deep belief networks (DBNs); deep learning models; recurrent neural networks (RNNs)","Convolution; Learning systems; Recurrent neural networks; Statistical tests; Banknote recognition; Comparative analyzes; Convolutional neural network; Deep belief network; Deep belief networks; Deep learning model; Learning models; Recognition systems; Recurrent neural network; Convolutional neural networks","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163791570"
"Mamatnabiyev, Z.","Mamatnabiyev, Zhumaniyaz (57207760346)","57207760346","Design and Implementation of an Open-Source Educational Robot for Hands-On Learning Experiences in IoT","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","5","10.1109/ICECCO58239.2023.10146599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163789022&doi=10.1109%2FICECCO58239.2023.10146599&partnerID=40&md5=6891e237488fe58abe98d8cb39ee7413","Department of Compuer Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Mamatnabiyev, Zhumaniyaz, Department of Compuer Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","The use of educational robots has increased rapidly over the past few years due to the growing interest in Science, Technology, Engineering, and Mathematics (STEM) education. In this paper, we introduce an open-source and open-design educational robot for practicing Internet of Things (IoT) using hands-on experiences. The robot is equipped with various sensors and actuators, and is controlled by an Arduino microcontroller. We describe the design and implementation of the robot, including the hardware and software components. The hardware design consists of a wood cut by laser cutting machine, which houses the Arduino microcontroller, sensors, and actuators, as well as the wheels and motor drivers for movement. The software is based on an Arduino IDE and Blockly, where each sensor and actuator can be programmed on C programming language, and can be easily added or removed. The capabilities of the robot are demonstrated through several experiments, such as obstacle avoidance, line following, and temperature monitoring. The robot can serve as an effective tool for teaching students the fundamentals of IoT, robotics, and programming, as well as encouraging creativity and innovation in STEM education. The potential applications of the robot in various computer science courses are also discussed as further work. © 2023 IEEE.","Arduino microcontroller; Educational Robot; Hands-on learning; Internet of Things (IoT); IoT in education; STEM education","Actuators; C (programming language); Computer hardware; Controllers; Educational robots; Engineering education; Internet of things; Machine design; Open source software; Open systems; Robot programming; Students; Arduino microcontroller; Engineering and mathematics; Hands-on learning; Internet of thing; Internet of thing in education; Mathematics education; Science education; Science technologies; Sensors and actuators; Technology education; Microcontrollers","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163789022"
"Serek, A.; Saimassay, G.; Zhaparov, M.; Nguyen Giang, C.; Truong Hoang, V.; Zhalgassova, Z.","Serek, Azamat (57207763595); Saimassay, Gulnara (58411141100); Zhaparov, M. K. (55637264200); Nguyen Giang, Chau (58415736500); Truong Hoang, Vinh (57212478072); Zhalgassova, Zhadyra (58414209400)","57207763595; 58411141100; 55637264200; 58415736500; 57212478072; 58414209400","Analysis of Self-esteem on Students' Performance in Online Programming Competition","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","0","10.1109/ICECCO58239.2023.10147137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163778650&doi=10.1109%2FICECCO58239.2023.10147137&partnerID=40&md5=68721f0919857d4c4405966f8f6a9f9a","SDU University, Kaskelen, Almaty, Kazakhstan; Paragon International University, Phnom Penh, Phnom Penh, Cambodia; Đại học Mở Thành phố Hồ Chí Minh, Ho Chi Minh City, Viet Nam","Serek, Azamat, SDU University, Kaskelen, Almaty, Kazakhstan; Saimassay, Gulnara, SDU University, Kaskelen, Almaty, Kazakhstan; Zhaparov, M. K., Paragon International University, Phnom Penh, Phnom Penh, Cambodia; Nguyen Giang, Chau, Đại học Mở Thành phố Hồ Chí Minh, Ho Chi Minh City, Viet Nam; Truong Hoang, Vinh, Đại học Mở Thành phố Hồ Chí Minh, Ho Chi Minh City, Viet Nam; Zhalgassova, Zhadyra, SDU University, Kaskelen, Almaty, Kazakhstan","This paper will look at the effect of self-esteem on students' performance in online programming competitions. The competition was conducted in a hackerrank platform with 4 rounds in total. On each round, there was a set of general questions such as age, gender, etc., but also self-esteem related questions to evaluate how much self-esteem a person has. Correlation between self-esteem and results of each round on average was calculated. The average obtained correlation was around -0.11. Based on the results, the conclusion was that the correlation is slightly low and negative which claims that too high self-esteem can result in low results in online programming competitions across students. © 2023 IEEE.","computer science in education; correlation in education; edtech; online programming competition; self-efficacy; self-esteem","Computer programming; Education computing; Students; Computer science in education; Correlation in education; Edtech; On-line programming; Online programming competition; Self efficacy; Self esteem; Student performance; E-learning","","To begin with, there was collected data from students participating in an online programming competition in Paragon International University called the CS Cup competition. CS Cup competition is an annual online programming competition. The competition took place in Paragon International University in 2022. CS Cup competition ran on HackerRank platform, where there were 75 participants. 1 participant was from a high school, and the remaining 74 participants came from 13 different universities. The competition consisted of 4 rounds, where each round covered programming questions ranging from easy to hard levels of difficulty. The CS Cup competition had a great support which included 4 partner universities, 3 sponsors and support from the Ministry of Industry Science Technology and Innovation of Cambodia.","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163778650"
"Meraliyev, B.; Karabayeva, A.; Altynbekova, T.; Nematov, Y.","Meraliyev, Bakhtiyor (57238603500); Karabayeva, Aruzhan (58411143000); Altynbekova, Tolganay (58414964000); Nematov, Yelaman (58412677000)","57238603500; 58411143000; 58414964000; 58412677000","Attrition Rate Measuring in Human Resource Analytics Using Machine Learning","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","1","10.1109/ICECCO58239.2023.10146602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163776681&doi=10.1109%2FICECCO58239.2023.10146602&partnerID=40&md5=61077afa9bf688ed7725696a5dd73187","Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan","Meraliyev, Bakhtiyor, Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan; Karabayeva, Aruzhan, Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan; Altynbekova, Tolganay, Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan; Nematov, Yelaman, Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan","Nowadays, the majority of educational institutions try to improve the working conditions (job satisfaction, salary, workload, and work-life balance) of their employees so that they remain in their institutions for a long time. However, often in the same institutions, the number of resignations remains at about the same level. In such cases, it is important to identify the trends of such employees and prevent further resignations. This work aims to use Machine Learning (ML) algorithms for predicting the probable quitting of employees to help Human Resources (HR) henceforth retain valuable employees in advance, thereby benefiting both employees and the institution as a whole. © 2023 IEEE.","artificial intelligence; employee quitting; HR; Machine Learning; predicting; staff planning","Data Analytics; Employment; Job satisfaction; Wages; Attrition rate; Condition; Educational institutions; Employee quitting; Human resource analytics; Machine learning algorithms; Machine-learning; Predicting; Staff planning; Work-life balance; Machine learning","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163776681"
"Meraliyev, B.; Alibekova, B.; Bekturganova, I.","Meraliyev, Bakhtiyor (57238603500); Alibekova, Balzhan (58414971900); Bekturganova, Islana (58414972000)","57238603500; 58414971900; 58414972000","Machine Learning as an effective tool for Human Resource management in recruiting process in the higher educational field","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","9","10.1109/ICECCO58239.2023.10147133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163776566&doi=10.1109%2FICECCO58239.2023.10147133&partnerID=40&md5=a056741f9157ed5e2ad9420d28d1c68b","Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan","Meraliyev, Bakhtiyor, Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan; Alibekova, Balzhan, Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan; Bekturganova, Islana, Department of Economics and Business, SDU University, Kaskelen, Almaty, Kazakhstan","In the era of advanced technology and digitalization, the use of machine learning makes it possible to increase the efficiency of the recruitment process. This study aims to identify various variables that directly play a role in recruitment. The study also addresses the HR sphere problems and proposes a solution related to the use of machine learning. The research methodology includes an analysis of the characteristics which are dominated by past candidates. The data obtained suggests that machine learning can bring significant benefits to the recruitment process, such as reducing the cost and time for selection, reducing emotional factors, and increasing accuracy. Overall, this study provides valuable insight into the potential of machine learning in recruitment and highlights how it can be used to facilitate the recruitment process. © 2023 IEEE.","acceptance; artificial intelligence; candidates; hiring process; HR; Machine learning; re-sume; recruitment; technology","Human resource management; Acceptance; Candidate; Effective tool; Hiring process; HR; Machine-learning; Re-sume; Recruitment; Recruitment process; Technology; Machine learning","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163776566"
"Sharimbayev, B.; Kadyrov, S.","Sharimbayev, Batyr (59566921100); Kadyrov, Shirali (36844229300)","59566921100; 36844229300","Automatic Language Identification from Audio Signals using LSTM-RNN","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","4","10.1109/ICECCO58239.2023.10146603","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163774916&doi=10.1109%2FICECCO58239.2023.10146603&partnerID=40&md5=c7918eceb02296b1a933dc19952ca4de","Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Sharimbayev, Batyr, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Kadyrov, Shirali, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","The objective of this study is to develop an efficient Language Identification (LID) system using Long Short-Term Memory Recurrent Neural Networks applied to audio signals. Two experiments were conducted to validate the proposed approach. The experimental results demonstrated exceptional performance, with an accuracy of 98% and 97.6% on the test sets of the first and second experiments, respectively. The models were trained and tested using audio recordings in English, Russian, Turkish, Kyrgyz, and Kazakh languages. These findings suggest that the proposed LID system is highly effective and can be used in various real-world applications. © 2023 IEEE.","Audio Signals; Language Identification; LSTM; RNN","Natural language processing systems; Audio signal; Automatic language identification; Language identification; Language identification system; LSTM; Performance; Real-world; RNN; Test sets; Turkishs; Long short-term memory","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163774916"
"Shaikym, A.; Zhalgassova, Z.; Sadyk, U.","Shaikym, Amina (58411895500); Zhalgassova, Zhadyra (58414209400); Sadyk, Ualikhan (57460291500)","58411895500; 58414209400; 57460291500","Design and Evaluation of a Personalized Job Recommendation System for Computer Science Students Using Hybrid Approach","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","4","10.1109/ICECCO58239.2023.10147147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163774662&doi=10.1109%2FICECCO58239.2023.10147147&partnerID=40&md5=42429185562aaa8cb9bc00f148b4c11f","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Shaikym, Amina, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Zhalgassova, Zhadyra, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Sadyk, Ualikhan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","This paper presents the design and evaluation of a job recommendation system for computer science students. The system utilizes advanced algorithms and feature selection techniques to provide personalized job recommendations for students based on their skills, interests, and career goals. The performance of the system was evaluated using a dataset of job postings and student profiles, and compared with existing job recommendation systems. Our evaluation results showed that our system outperformed existing systems in terms of all evaluation metrics, including accuracy, precision, recall, and F1-score. Our findings demonstrate the potential of personalized job recommen-dation systems for students and highlight the importance of advanced algorithms and feature selection techniques in improving the accuracy and personalization of job recommendations. The implications of our study for the field of job recommendation systems for students are discussed, including the potential for practical applications and future research directions. Overall, our study contributes to the advancement of knowledge in the field of job recommendation systems and provides a foundation for future research and system design in this area. © 2023 IEEE.","collaborative base filtering; content-based filtering; fuzzy logic; personalized system; recommendation system","Collaborative filtering; Feature extraction; Fuzzy logic; Students; Systems analysis; Algorithm selection; Collaborative base filtering; Computer science students; Content based filtering; Design and evaluations; Features selection; Fuzzy-Logic; Hybrid approach; Personalized system; Selection techniques; Recommender systems","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163774662"
"Tolegen, L.; Alseitova, A.","Tolegen, Lazzat (58411915400); Alseitova, Akerke (58413441800)","58411915400; 58413441800","What Forces Us to Gamify the Programming in Higher Education: A Literature Review","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","1","10.1109/ICECCO58239.2023.10146601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163771988&doi=10.1109%2FICECCO58239.2023.10146601&partnerID=40&md5=a6350b6a2d50b9b17d871c3cea92f14d","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Tolegen, Lazzat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Alseitova, Akerke, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Gamification is the process of integrating elements of games into non-gaming environments in order to encourage learning and active involvement. Multiple scientific studies have demonstrated that the motivation and engagement of learners may be enhanced via gamification. The aim of this research is to examine scientific works on gamification of programming languages in higher education since 2018. This study takes into consideration possible challenges who learn programming languages in higher education that make gamification a useful approach, reviews the methods used to evaluate the progress of gamification, and examines the types of game mechanics used. The findings of this study will be useful for educators who intend to apply gamification methods to teach programming in higher education. © 2023 IEEE.","gamification elements; gamification in education; gamification mechanics; programming language education; review","Gamification; Gamification element; Gamification in education; Gamification mechanic; High educations; Integrating element; Literature reviews; Programming language education","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163771988"
"Betul Polat, S.; Cankurt, S.","Betul Polat, Sumeyra (58414213400); Cankurt, Selçuk (57190182763)","58414213400; 57190182763","Fake News Classification using BLSTM with Glove Embedding","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","5","10.1109/ICECCO58239.2023.10147150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163769944&doi=10.1109%2FICECCO58239.2023.10147150&partnerID=40&md5=2cfcdcb03e0c1f8eb2797176c77ad004","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Computer Engineering, Vistula University, Warsaw, Poland","Betul Polat, Sumeyra, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Cankurt, Selçuk, Department of Computer Engineering, Vistula University, Warsaw, Poland","Considering the extensive utilization of social media platforms, false information is more likely to spread rapidly among users. With the surge of user-generated content, a significant amount of the information being shared is in-accurate and has no connection to reality. It can be chal-lenging to automatically identify and verify the accuracy of textual content. This research project aims to employ B-LSTM deep learning model with dynamic and static pre-trained embeddings to classify news datasets utilizing three fake news benchmarking datasets. © 2023 IEEE.","Deep learning; Fake news detection; False news; True news","Classification (of information); Fake detection; Long short-term memory; Deep learning; Embeddings; Fake news detection; False news; Learning models; Social media platforms; Textual content; True news; User-generated","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163769944"
"Shynarbek, N.; Orynbassar, A.","Shynarbek, Nurdaulet (57459629800); Orynbassar, Alibek (57220763198)","57459629800; 57220763198","Investigating the Factors That Influence Kazakh Female Students' Interest in STEM Careers Using Machine Learning Techniques","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","4","10.1109/ICECCO58239.2023.10147134","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163761767&doi=10.1109%2FICECCO58239.2023.10147134&partnerID=40&md5=ff2b3d8e68c0628dfb1bf31b67a9b67d","Department of Pedagogy of Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Shynarbek, Nurdaulet, Department of Pedagogy of Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Orynbassar, Alibek, Department of Pedagogy of Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","The underrepresentation of women in STEM fields is a global problem that demands urgent attention, and Kazakhstan is no exception. Despite efforts to close the gender gap in STEM education, only 32% of undergraduate students in Kazakhstan's STEM programs are female, indicating that more needs to be done to address this issue. To tackle this problem, a groundbreaking study was conducted using machine learning techniques to analyze a dataset of female high school students in Kazakhstan. The innovative use of machine learning allowed the researchers to extract patterns and identify the most influential factors that shape Kazakh female students' interest in STEM careers. This is a step forward in the field, as the use of machine learning to address this issue is rare. The study's findings highlighted the importance of self-efficacy, parental support, and the availability of role models in STEM fields as key factors that influence Kazakh female high school students' interest in STEM careers. Based on these findings, programs that focus on increasing self-efficacy, parental involvement and support, and exposure to successful STEM professionals and role models can be implemented to encourage more female students to pursue STEM careers. © 2023 IEEE.","Female high school students; influential factors; parental support; role models; self-efficacy","Education computing; Learning algorithms; Machine learning; Female high school student; Female students; High school students; Influential factors; Kazakhstan; Parental supports; Role model; Self efficacy; STEM careers; Students' interests; Students","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163761767"
"Serek, A.; Orynbekova, K.; Talasbek, A.; Kariboz, D.; Saimassay, G.; Bogdanchikov, A.","Serek, Azamat (57207763595); Orynbekova, Kamila (57207759934); Talasbek, Assem (57207778433); Kariboz, Darmen (57207777226); Saimassay, Gulnara (58411141100); Bogdanchikov, Andrey (57216432873)","57207763595; 57207759934; 57207778433; 57207777226; 58411141100; 57216432873","Recommendation System for Human Resource Management by the Use of Apache Spark Cluster","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","3","10.1109/ICECCO58239.2023.10147129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163752577&doi=10.1109%2FICECCO58239.2023.10147129&partnerID=40&md5=a68e43c52b52d8f617ac05c35e0cf4fb","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Serek, Azamat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Orynbekova, Kamila, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Talasbek, Assem, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Kariboz, Darmen, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Saimassay, Gulnara, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Bogdanchikov, Andrey, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","In this paper, there has been built and tested recommendation systems for recommending new positions for employees on Apache Spark by the use of a cluster of physical servers. The cluster has been built in the university, and the code has been executed both on a cluster, google colab, and a standalone mode. It was shown that the current cluster spends more time on the execution in comparison with colab, but as new servers get added to the cluster and the size of dataset is to increase, the performance will be much faster in comparison with colab. It can be valuable in HR departments which wish to use their own servers for the security purposes. © 2023 IEEE.","Apache Spark; distributed systems; HR; human resources; machine learning in HR; recommendation systems","Human resource management; Network security; Recommender systems; 'current; Apache spark; Distributed systems; Google+; HR; Human resources management; Machine learning in HR; Machine-learning; New position; Stand-alone modes; Machine learning","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163752577"
"Kavokin, A.; Kulakhmetov, A.T.; Shpadi, Y.R.","Kavokin, Alexei A. (57200718188); Kulakhmetov, Adiya T. (57202355373); Shpadi, Yu R. (54411284900)","57200718188; 57202355373; 54411284900","Model of a two-dimensional free boundary problem in an cylindrical shape electrical contact","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","0","10.1109/ICECCO58239.2023.10147130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163752263&doi=10.1109%2FICECCO58239.2023.10147130&partnerID=40&md5=8a6014134f6bb2cd248d5f3c2399fe3b","SDU University, Kaskelen, Almaty, Kazakhstan; Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan","Kavokin, Alexei A., SDU University, Kaskelen, Almaty, Kazakhstan; Kulakhmetov, Adiya T., Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan; Shpadi, Yu R., Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan","A method for the numerical solution of an axisymmetric problem in a model that describes the change in temperature and coordinates of the free boundary in a cylindrical contact is considered. The mathematical model consists of an inhomogeneous heat equation with variable coefficients and an additional differential equation for the kinetics of phase changing, but there is no differential equation for a free boundary in it. This is the main difference from Stefan's free-boundary approach, where solving 2-3-dimensional problems is very difficult. The method was used earlier to solve a one-dimensional problem and a satisfactory agreement with the solution of the corresponding Stefan problem was obtained. © 2023 IEEE.","computer models of heat processes; free boundary problems; numerical methods; phase reactions kinetics; phase transitions","Boundary value problems; Computer model of heat process; Computer models; Cylindrical shapes; Electrical contacts; Free boundary; Free-boundary problems; Heat process; Phase reaction; Phase reaction kinetic; Two-dimensional; Numerical methods","","IV. FUNDING The work was supported by grant AP09258948 of Science Committee of MS&HE of RK.","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163752263"
"Muzdybayeva, G.; Khashimova, D.; Amirzhanov, A.; Kadyrov, S.","Muzdybayeva, Guldana (58414973800); Khashimova, Dinara (58414213100); Amirzhanov, Altynbek (57237957400); Kadyrov, Shirali (36844229300)","58414973800; 58414213100; 57237957400; 36844229300","A Matrix Factorization-based Collaborative Filtering Framework for Course Recommendations in Higher Education","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","5","10.1109/ICECCO58239.2023.10147152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163747394&doi=10.1109%2FICECCO58239.2023.10147152&partnerID=40&md5=a68a337a5ef6a1e68774070f969fcffc","Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan","Muzdybayeva, Guldana, Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan; Khashimova, Dinara, Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan; Amirzhanov, Altynbek, Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan; Kadyrov, Shirali, Department of Mathematics, SDU University, Kaskelen, Almaty, Kazakhstan","In higher education, students are often faced with a plethora of elective courses, making it challenging to determine which courses align with their academic and career goals. Recommender systems offer a potential solution to this problem by utilizing data on students' past academic performance, interests, and goals to provide personalized course recommendations. This paper proposes a personalized course recommendation system based on collaborative filtering with matrix factorization. The proposed method analyzes data from 603 students and provides third-year course recommendations for each student based on their individual preferences and past academic performance. The system has the potential to assist students in selecting the most appropriate elective courses, improving their academic performance, and enhancing their overall educational experience. © 2023 IEEE.","course selection; elective courses; machine learning; matrix factorization; recommender systems; stochastic gradient descent","Collaborative filtering; Gradient methods; Machine learning; Matrix algebra; Matrix factorization; Stochastic systems; Students; Academic performance; Course selection; Elective course; Filtering framework; High educations; Higher education students; Machine-learning; Matrix factorizations; Personalized course; Stochastic gradient descent; Recommender systems","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163747394"
"Ibrahim, M.; Turan, C.","Ibrahim, Mohamed R. (57192833813); Turan, Cemil (56246423000)","57192833813; 56246423000","Deep Learning in Crowd Analysis: A Survey of Current Research Trends","2023","Proceedings - 2023 17th International Conference on Electronics Computer and Computation, ICECCO 2023","","","","","","0","10.1109/ICECCO58239.2023.10147135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163733419&doi=10.1109%2FICECCO58239.2023.10147135&partnerID=40&md5=a48c15556db83814a647c2b6214f5b71","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Ibrahim, Mohamed R., Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Turan, Cemil, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Deep learning, or artificial neural networks, has been used for years to solve a range of problems. The computation burden increased with the intricacy of challenges and models as well as with the volume of data. This research provides a quick overview of the process of moving beyond artificial neural networks to deep learning, theories, and applications. There's also information regarding used libraries, applications, or electronics. Specifically covered the canonical strategies for crowd analysis. Throughout the study on deep learning approaches for a crowd, analysis is included in the literature as well as an overview of datasets. Studies carried out more recently have also been reviewed and compared. As a result, crowd analysis is an area of inquiry that blends academic theory with real-world application. As a corollary, deep learning is utilized to achieve successful outcomes in the academic and practical realms of crowd analysis. © 2023 IEEE.","artificial neural networks; Convolutional neural networks; crowd analysis; deep learning; recurrent neural networks","Computation theory; Convolutional neural networks; Learning systems; 'current; Computation burden; Convolutional neural network; Crowd analysis; Deep learning; Learning approach; Learning Theory; Real-world; Research trends; Recurrent neural networks","","","","17th International Conference on Electronics Computer and Computation, ICECCO 2023","2023-06-01 through 2023-06-02","Kaskelen","189431","Conference paper","Final","","Scopus","2-s2.0-85163733419"
