"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Tunggyshbay, M.; Balta, N.; Admiraal, W.","Tunggyshbay, Meiirbek (58292650800); Balta, Nuri (56577982000); Admiraal, Wilfried F. (55499681000)","58292650800; 56577982000; 55499681000","Flipped classroom strategies and innovative teaching approaches in physics education: A systematic review","2023","Eurasia Journal of Mathematics, Science and Technology Education","19","6","em2283","","","10","10.29333/ejmste/13258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160427575&doi=10.29333%2Fejmste%2F13258&partnerID=40&md5=82b1e277b8aa4e6eee4bd139c8a8f106","Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; OsloMet – StorbyUniversitetet, Oslo, Oslo, Norway","Tunggyshbay, Meiirbek, Al Farabi Kazakh National University, Almaty, Kazakhstan; Balta, Nuri, SDU University, Kaskelen, Almaty, Kazakhstan; Admiraal, Wilfried F., OsloMet – StorbyUniversitetet, Oslo, Oslo, Norway","More and more educators are adopting the flipped classroom approach (FC) in their teaching, which entails using video-based learning outside of the classroom and interactive group learning activities inside. The aim of this review is to offer a summary of research on the use of flipped classrooms in physics education. A comprehensive analysis of 30 journal publications focusing on flipped classrooms in physics education was conducted. The analysis delved into flipped learning activities and psychological constructs utilized in these studies. Results indicate that compared to traditional classroom approaches, implementing FC in physics education has a positive impact on student outcomes. © 2023 by the authors; licensee Modestum. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/).","flipped classroom; learning activities; physics education","","","","","","","","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85160427575"
"Atymtayeva, L.; Kanatov, M.; Al-Sartawi, A.M.; Tulemissova, G.","Atymtayeva, Lyazzat (42061007500); Kanatov, Maksat (56580233600); Al-Sartawi, Abdalmuttaleb M.A.Musleh (57191107039); Tulemissova, Gulfarida (57188755654)","42061007500; 56580233600; 57191107039; 57188755654","Fast Facial Expression Recognition System: Selection of Models","2023","Applied Mathematics and Information Sciences","17","2","","375","383","72","10.18576/amis/170220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151876125&doi=10.18576%2Famis%2F170220&partnerID=40&md5=7f294eacfa77e68334f332e1573f6a82","SDU University, Kaskelen, Almaty, Kazakhstan; Satbayev University, Almaty, Kazakhstan; College of Business and Finance, Ahlia University, Manama, Bahrain","Atymtayeva, Lyazzat, SDU University, Kaskelen, Almaty, Kazakhstan; Kanatov, Maksat, Satbayev University, Almaty, Kazakhstan; Al-Sartawi, Abdalmuttaleb M.A.Musleh, College of Business and Finance, Ahlia University, Manama, Bahrain; Tulemissova, Gulfarida, SDU University, Kaskelen, Almaty, Kazakhstan","Facial Expression Recognition (FER) is rapidly developing field of Computer Vision and Pattern Recognition directions. FER can be helpful for various purposes: in security systems for aggression recognition, in education for students interests recognition, in marketing for customer satisfaction and in the many other fields. Usually we can distinguish seven common facial expressions for all persons. However, it is often important to know: whether a person is positive or negative. This paper describes the recognition system for facial expression in real time, which defines relatively fast and accurate the positive or negative emotion of the faces in the camera view and selection of the architecture of Deep CNN. This effect is a result of the combination of facial detection algorithms and classification algorithms based on the convolutional neural networks. We have compared different datasets (FER2013 and AffectNet) and provided the experiment results in different cases of the FER models and classes, convolutional layers, and filters. We have found that for 8 classes of FER expressions the architecture model M2 is the best model. It has the best accuracy and works about 2 times faster on GPU and 3 times faster on CPU than M1 model. It has been also found out that training on AffectNet dataset is significantly better than training on FER2013 dataset due to the differences in number of samples in the given datasets. © 2023.","computer vision; deep convolutional neural networks (Deep CNN); deep learning; facial expression recognition (FER); pattern recognition","","Süleyman Demirel Üniversitesi, SDÜ","This research was supported by research community of Suleyman Demirel University (SDU). We thank our colleagues from SDU (Kazakhstan) who provided insight and expertise that greatly assisted the research. We express our hopes that they will agree with the conclusions and findings of this paper.","","","","","","Article","Final","","Scopus","2-s2.0-85151876125"
"Li, M.; Wang, J.; Jawarneh, M.; Bhatt, M.W.; Omarov, B.; Raffik, R.","Li, Mingzhi (57226545180); Wang, Jucui (57738383300); Jawarneh, Malik Mustafa Mohammad (57485722000); Bhatt, Mohammed Wasim (57222961220); Omarov, Batyrkhan Sultanovich (57202103462); Raffik, Rasheed (57210164263)","57226545180; 57738383300; 57485722000; 57222961220; 57202103462; 57210164263","Research on nonlinear tracking and evaluation of sports 3D vision action","2023","Nonlinear Engineering","12","1","20220243","","","3","10.1515/nleng-2022-0243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150366544&doi=10.1515%2Fnleng-2022-0243&partnerID=40&md5=e6c83e451fc0138d2919876a0593198c","Sports Department, North China Institute of Science and Technology, Beijing, China; Faculty of Computing Sciences, Gulf College, Muscat, Muscat, Oman; Model Institute of Engineering and Technology, Jammu, JK, India; Department of Information Systems, International Information Technology University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mechanical Engineering, Kumaraguru College of Technology, Coimbatore, TN, India","Li, Mingzhi, Sports Department, North China Institute of Science and Technology, Beijing, China; Wang, Jucui, Sports Department, North China Institute of Science and Technology, Beijing, China; Jawarneh, Malik Mustafa Mohammad, Faculty of Computing Sciences, Gulf College, Muscat, Muscat, Oman; Bhatt, Mohammed Wasim, Model Institute of Engineering and Technology, Jammu, JK, India; Omarov, Batyrkhan Sultanovich, Department of Information Systems, International Information Technology University, Almaty, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan; Raffik, Rasheed, Department of Mechanical Engineering, Kumaraguru College of Technology, Coimbatore, TN, India","In order to effectively upgrade the training quality of the athlete, the study of the three-dimensional optical steps of sports, a three-dimensional optical action amplitude tracing process based on improved reverse kinematics is discussed. The method passes through a pinhole camera, the model calibrate the camera imaging plane, the positioning mark appears in the marker point in the apart neighboring single-sequence action amplitude and then the five-point perspective imaging of the same line is captured on the same straight line by the camera on different positions and postures. The matching method's accuracy and superiority are demonstrated through experimental evaluation and compared with other similar measures. This characteristic is distinguished by the left and right image frames of the same camera. The translational movement is altered in 10-80 mm/s and the rotational movement is adjusted in 10-300 mm/s. During the confirmation, the spinning of the operational target, the longitudinal movement and the spatial location of the rotation point Measurement, the calculation variability of the stereoscopic visual moving calculation system, is given, and the method of tracking the method is high, which lay the foundation for the promotion of the training quality of the athlete. The experimental findings from simulation demonstrate that the implemented approach has great searching accuracy, establishing a solid platform for further improving the quality of athletes' training. © 2023 the author(s), published by De Gruyter.","3D vision; motion range tracking; nonlinear tracking; sports","Motion analysis; Pinhole cameras; Simulation platform; Stereo image processing; 3-D vision; Imaging plane; Matching methods; Motion range; Motion range tracking; Nonlinear tracking; Optical-; Process-based; Single sequences; Tracing process; Sports","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85150366544"
"Ruzhansky, M.; Yessirkegenov, N.","Ruzhansky, Michael V. (6603327173); Yessirkegenov, Nurgissa Amankeldiuli (56368611100)","6603327173; 56368611100","Critical Gagliardo-Nirenberg, Trudinger, Brezis-Gallouet-Wainger inequalities on graded groups and ground states","2022","Communications in Contemporary Mathematics","24","8","2150061","","","3","10.1142/S0219199721500619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113860200&doi=10.1142%2FS0219199721500619&partnerID=40&md5=32d3df99c4e56454a1951f31ff9df8ef","Department of Mathematics: Analysis, Universiteit Gent, Ghent, VOV, Belgium; School of Mathematical Sciences, Queen Mary University of London, London, United Kingdom; SDU University, Kaskelen, Almaty, Kazakhstan; Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan","Ruzhansky, Michael V., Department of Mathematics: Analysis, Universiteit Gent, Ghent, VOV, Belgium, School of Mathematical Sciences, Queen Mary University of London, London, United Kingdom; Yessirkegenov, Nurgissa Amankeldiuli, Department of Mathematics: Analysis, Universiteit Gent, Ghent, VOV, Belgium, SDU University, Kaskelen, Almaty, Kazakhstan, Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan","In this paper, we investigate critical Gagliardo-Nirenberg, Trudinger-type and Brezis-Gallouet-Wainger inequalities associated with the positive Rockland operators on graded Lie groups, which include the cases of n, Heisenberg, and general stratified Lie groups. As an application, using the critical Gagliardo-Nirenberg inequality, the existence of least energy solutions of nonlinear Schrödinger type equations is obtained. We also express the best constant in the critical Gagliardo-Nirenberg and Trudinger inequalities in the variational form as well as in terms of the ground state solutions of the corresponding nonlinear subelliptic equations. The obtained results are already new in the setting of general stratified Lie groups (homogeneous Carnot groups). Among new technical methods, we also extend Folland's analysis of Hölder spaces from stratified Lie groups to general homogeneous Lie groups. © 2022 The Author(s).","Gagliardo-Nirenberg inequality; graded Lie group; Rockland operator; Sobolev inequality; stratified Lie group; sub-Laplacian; Trudinger inequality","","Engineering and Physical Sciences Research Council, EPSRC, (EP/R003025/2, EP/R003025/1)","","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85113860200"
"Orynbassar, A.; Sapazhanov, Y.; Kadyrov, S.; Lyublinskaya, I.","Orynbassar, Alibek (57220763198); Sapazhanov, Yershat (57204426334); Kadyrov, Shirali (36844229300); Lyublinskaya, Irina E. (22962583900)","57220763198; 57204426334; 36844229300; 22962583900","Application of ROC Curve Analysis for Predicting Students’ Passing Grade in a Course Based on Prerequisite Grades","2022","Mathematics","10","12","2084","","","1","10.3390/math10122084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132788845&doi=10.3390%2Fmath10122084&partnerID=40&md5=0f3ecb2fd60224b46f4d93cb219f971d","Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematics, Columbia University, New York, NY, United States","Orynbassar, Alibek, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Sapazhanov, Yershat, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Kadyrov, Shirali, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Lyublinskaya, Irina E., Department of Mathematics, Columbia University, New York, NY, United States","Determining prerequisite requirements is vital for successful curriculum development and student on-schedule completion of the course of study. This study adapts the Receiver Operating Characteristic (ROC) curve analysis to determine a threshold grade in a prerequisite course necessary for passing the next course in a sequence. This method was tested on a dataset of Calculus 1 and Calculus 2 grades of 164 undergraduate students majoring in mathematics at a private university in Kazakhstan. The results showed that while the currently used practice of setting prerequisite grade requirements is accurately identifying successful completions of Calculus 2, the ROC method is more accurate in identifying possible failures in Calculus 2. The findings also indicate that prior completion of Calculus 1 is positively associated with success in a Calculus 2 course. Thus, this study contributes to the field of mathematics education by providing a new data-driven methodology for determining the optimal threshold grade for mathematics prerequisite courses. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","binary classification; curriculum design; mathematics education; prerequisite; ROC curve analysis; undergraduate education; Youden index","","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85132788845"
"Kassabek, S.A.; Suragan, D.","Kassabek, Samat A. (56205307400); Suragan, Durvudkhan (57195200555)","56205307400; 57195200555","Numerical approximation of the one-dimensional inverse Cauchy–Stefan problem using heat polynomials methods","2022","Computational and Applied Mathematics","41","4","189","","","6","10.1007/s40314-022-01896-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130847081&doi=10.1007%2Fs40314-022-01896-1&partnerID=40&md5=4e8178fbf3c09d284c055c637ad63dcd","Astana IT University, Astana, Kazakhstan; Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Mathematics, Nazarbayev University, Astana, Kazakhstan","Kassabek, Samat A., Astana IT University, Astana, Kazakhstan, Department of Mathematics and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Suragan, Durvudkhan, Department of Mathematics, Nazarbayev University, Astana, Kazakhstan","The paper presents a new approximate method of solving one-dimensional inverse Cauchy–Stefan problems. We apply the heat polynomials method (HPM) for solving the one-dimensional inverse Cauchy–Stefan problem, where the initial and boundary data are reconstructed on a fixed boundary. The solution of the problem is presented in the form of linear combination of heat polynomials. We have studied the effects of accuracy and measurement error for different degree of heat polynomials. Due to ill-conditioning of the matrix generated by HPM, optimization techniques are used to obtain regularized solution. Therefore, the sensitivity of the method to the data disturbance has been checked. Theoretical properties of the proposed method, as well as numerical experiments, demonstrate that to reach accurate results, it is quite sufficient to consider only a few of polynomials. © 2022, The Author(s) under exclusive licence to Sociedade Brasileira de Matemática Aplicada e Computacional.","Approximate solution; Inverse Cauchy–Stefan problem; Method of heat polynomials; Tikhonov regularization","Inverse problems; Numerical methods; Approximate methods; Approximate solution; Boundary data; Heat polynomial method; Inverse cauchy–stefan problem; Method of heat polynomial; Numerical approximations; One-dimensional; Stefan problem; Tikhonov regularization; Polynomials","Ministry of Education and Science of the Republic of Kazakhstan, (AP09258948); Nazarbayev University, NU, (091019CRP2120)","","","","","","","Article","Final","","Scopus","2-s2.0-85130847081"
"Dzhumadil'daev, A.; Ismailov, N.; Sartayev, B.K.","Dzhumadil'daev, Askar S. (6603444896); Ismailov, Nurlan A. (56273196000); Sartayev, B. K. (57210558545)","6603444896; 56273196000; 57210558545","On the commutator in Leibniz algebras","2022","International Journal of Algebra and Computation","32","4","","785","805","3","10.1142/S0218196722500333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125532494&doi=10.1142%2FS0218196722500333&partnerID=40&md5=fdaea4bc037792faa16b5e0493f1f799","Kazakh-British Technical University, Almaty, Kazakhstan; Saint Petersburg State University, Saint Petersburg, Russian Federation; Astana IT University, Astana, Kazakhstan; Sobolev Institute of Mathematics of the Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Novosibirsk Oblast, Russian Federation; SDU University, Kaskelen, Almaty, Kazakhstan","Dzhumadil'daev, Askar S., Kazakh-British Technical University, Almaty, Kazakhstan; Ismailov, Nurlan A., Saint Petersburg State University, Saint Petersburg, Russian Federation, Astana IT University, Astana, Kazakhstan; Sartayev, B. K., Sobolev Institute of Mathematics of the Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Novosibirsk Oblast, Russian Federation, SDU University, Kaskelen, Almaty, Kazakhstan","We prove that the class of algebras embeddable into Leibniz algebras with respect to the commutator product is not a variety. It is shown that every commutative metabelain algebra is embeddable into Leibniz algebras with respect to the anti-commutator. Furthermore, we study polynomial identities satisfied by the commutator in every Leibniz algebra. We extend the result of Dzhumadil'daev in [A. S. Dzhumadil'daev, q-Leibniz algebras, Serdica Math. J. 34(2) (2008) 415-440]. to identities up to degree 7 and give a conjecture on identities of higher degrees. As a consequence, we obtain an example of a non-Spechtian variety of anticommutative algebras. © 2022 World Scientific Publishing Company.","anti-commutator; commutator; computer algebra; Leibniz algebras; polynomial identities","","","","","","","","","Article","Final","","Scopus","2-s2.0-85125532494"
"Yu, J.; Saydaliev, H.B.; Liu, Z.; Nazar, R.; Ali, S.","Yu, Jinna (55834919800); Saydaliev, Hayot Berk (57221252482); Liu, Zhen (59562843300); Nazar, Raima (57216249259); Ali, Sajid (57214290499)","55834919800; 57221252482; 59562843300; 57216249259; 57214290499","The asymmetric nexus of solar energy and environmental quality: Evidence from Top-10 solar energy-consuming countries","2022","Energy","247","","123381","","","23","10.1016/j.energy.2022.123381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125697893&doi=10.1016%2Fj.energy.2022.123381&partnerID=40&md5=37d1427c639dbfbe800ef55fb921fb51","School of Political and Economic Management, Guizhou Minzu University, Guiyang, Guizhou, China; Associate Professor, SDU University, Kaskelen, Almaty, Kazakhstan; School of Business, Nanjing Normal University, Nanjing, Jiangsu, China; Department of Economics, The Women University Multan, Multhan, Punjab, Pakistan; School of Economics, Bahauddin Zakariya University, Multan, Punjab, Pakistan","Yu, Jinna, School of Political and Economic Management, Guizhou Minzu University, Guiyang, Guizhou, China; Saydaliev, Hayot Berk, Associate Professor, SDU University, Kaskelen, Almaty, Kazakhstan; Liu, Zhen, School of Business, Nanjing Normal University, Nanjing, Jiangsu, China; Nazar, Raima, Department of Economics, The Women University Multan, Multhan, Punjab, Pakistan; Ali, Sajid, School of Economics, Bahauddin Zakariya University, Multan, Punjab, Pakistan","Solar energy is one of the least carbon-intensive techniques of generating electricity in an increasingly carbon-constrained world. Solar energy emits no emissions during power production, and life-cycle assessments indicate that it has a lower carbon footprint than fossil fuels. The study explores the asymmetric relationship between solar energy production and environmental quality in the top-10 solar energy-consumer countries (China, USA, Germany, Japan, Italy, Australia, India, Spain, United Kingdom, and France). A new technique, ‘Quantile-on-Quantile (QQ)’, is used by taking the panel data from 1996 to 2018. Carbon footprint is taken as a proxy for environmental quality. The findings investigate how solar energy quantiles impact quantiles of carbon footprint asymmetrically by offering a suitable framework for understanding the overall dependency pattern. The empirical findings show that, with the exception of India and Spain, solar energy production improves environmental quality by minimizing carbon footprint at various quantiles. Furthermore, the findings indicate that the degree of the asymmetrical link in the solar energy-environmental quality association varies by country, implying that governments must exercise individual attention and precaution when developing policies related to solar energy and environmental quality. © 2022 Elsevier Ltd","Carbon footprint; Environmental quality; QQ estimation; Solar energy production","Electric power generation; Emission control; Fossil fuels; Life cycle; Solar energy; Energy productions; Energy quality; Environmental quality; Low carbon; NO emissions; Power production; Production quality; Quantile estimation; Quantile-on-quantile estimation; Solar energy production; Carbon footprint; carbon footprint; energy use; environmental quality; solar power; Australia; China; France; Germany; India; Italy; Japan; Spain; United Kingdom; United States","","","","","","","","Article","Final","","Scopus","2-s2.0-85125697893"
"Cankurt, S.; Subasi, A.","Cankurt, Selçuk (57190182763); Subasi, Abdulhamit (8327241200)","57190182763; 8327241200","Tourism demand forecasting using stacking ensemble model with adaptive fuzzy combiner","2022","Soft Computing","26","7","","3455","3467","9","10.1007/s00500-021-06695-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122691394&doi=10.1007%2Fs00500-021-06695-0&partnerID=40&md5=e11cde1b5e7cbe36490afddbb0988725","Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Institute of Biomedicine, Lääketieteellinen Tiedekunta, Turku, Southwest Finland, Finland; Department of Computer Science, Effat University, Jeddah, Makkah al Mukarramah, Saudi Arabia","Cankurt, Selçuk, Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Subasi, Abdulhamit, Institute of Biomedicine, Lääketieteellinen Tiedekunta, Turku, Southwest Finland, Finland, Department of Computer Science, Effat University, Jeddah, Makkah al Mukarramah, Saudi Arabia","Over the last decades, several soft computing techniques have been applied to tourism demand forecasting. Among these techniques, a neuro-fuzzy model of ANFIS (adaptive neuro-fuzzy inference system) has started to emerge. A conventional ANFIS model cannot deal with the large dimension of a dataset, and cannot work with our dataset, which is composed of a 62 time-series, as well. This study attempts to develop an ensemble model by incorporating neural networks with ANFIS to deal with a large number of input variables for multivariate forecasting. Our proposed approach is a collaboration of two base learners, which are types of the neural network models and a meta-learner of ANFIS in the framework of the stacking ensemble. The results show that the stacking ensemble of ANFIS (meta-learner) and ANN models (base learners) outperforms its stand-alone counterparts of base learners. Numerical results indicate that the proposed ensemble model achieved a MAPE of 7.26% compared to its single-instance ANN models with MAPEs of 8.50 and 9.18%, respectively. Finally, this study which is a novel application of the ensemble systems in the context of tourism demand forecasting has shown better results compared to those of the single expert systems based on the artificial neural networks. © 2022, The Author(s).","ANFIS; Artificial neural network (ANN); Multivariate time series forecasting; Stacking ensemble; Tourism demand forecasting","Fuzzy inference; Fuzzy neural networks; Fuzzy systems; Large dataset; Learning systems; Soft computing; Time series; Adaptive neuro-fuzzy inference; Adaptive neuro-fuzzy inference system; Artificial neural network; Multivariate time series; Multivariate time series forecasting; Neuro-fuzzy inference systems; Stacking ensemble; Stackings; Time series forecasting; Tourism demand forecasting; Forecasting","","","","","","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85122691394"
"Velicu, A.; Yessirkegenov, N.","Velicu, Andrei (57210889773); Yessirkegenov, Nurgissa Amankeldiuli (56368611100)","57210889773; 56368611100","Rellich, Gagliardo—Nirenberg, Trudinger and Caffarelli—Kohn—Nirenberg inequalities for Dunkl operators and applications","2022","Israel Journal of Mathematics","247","2","","741","782","2","10.1007/s11856-021-2261-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121622501&doi=10.1007%2Fs11856-021-2261-7&partnerID=40&md5=8d1a7254c7877bac4897cfa3ea31b72e","Department of Mathematics, Imperial College London, London, United Kingdom; Institut de Mathématiques de Toulouse, Toulouse, Occitanie, France; Department of Mathematics: Analysis, Universiteit Gent, Ghent, VOV, Belgium; SDU University, Kaskelen, Almaty, Kazakhstan; Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan","Velicu, Andrei, Department of Mathematics, Imperial College London, London, United Kingdom, Institut de Mathématiques de Toulouse, Toulouse, Occitanie, France; Yessirkegenov, Nurgissa Amankeldiuli, Department of Mathematics: Analysis, Universiteit Gent, Ghent, VOV, Belgium, SDU University, Kaskelen, Almaty, Kazakhstan, Institute of Mathematics and Mathematical Modeling, Almaty, Kazakhstan","In this paper we introduce several extended versions of the classical Caffarelli—Kohn—Nirenberg inequalities. Moreover, we obtain weighted higher order Rellich, weighted Gagliardo—Nirenberg, Caffarelli—Kohn—Nirenberg, Trudinger inequalities and the uncertainty principle for Dunkl operators. Furthermore, we give an application of the Gagliardo—Nirenberg inequality to the Cauchy problem for the nonlinear damped wave equations for the Dunkl Laplacian. © 2021, The Hebrew University of Jerusalem.","","","Engineering and Physical Sciences Research Council, EPSRC; Fonds Wetenschappelijk Onderzoek, FWO; Ministry of Education and Science of the Republic of Kazakhstan, (AP09058474); Ministry of Education and Science of the Republic of Kazakhstan","Funding text 1: The authors wish to thank Michael Ruzhansky for introducing them to several of the problems studied in this paper and for useful advice, and also Sergey Tikhonov and Hatem Mejjaoli for pointing out missing references. The first author gratefully acknowledges financial support from EPSRC.; Funding text 2: The second author was supported by the Science Committee of the Ministry of Education and Science of the Republic of Kazakhstan (Grant No. AP09058474) and by the FWO Odysseus 1 grant G.0H94.18N: Analysis and Partial Differential Equations. Acknowledgements","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85121622501"
"Ruzhansky, M.; Yessirkegenov, N.","Ruzhansky, Michael V. (6603327173); Yessirkegenov, Nurgissa Amankeldiuli (56368611100)","6603327173; 56368611100","Hardy, weighted Trudinger-Moser and Caffarelli-Kohn-Nirenberg type inequalities on Riemannian manifolds with negative curvature","2022","Journal of Mathematical Analysis and Applications","507","2","125795","","","1","10.1016/j.jmaa.2021.125795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119280904&doi=10.1016%2Fj.jmaa.2021.125795&partnerID=40&md5=d6d4c849a19868be6fc390ae52494a4e","Department of Mathematics: Analysis, Universiteit Gent, Ghent, VOV, Belgium; School of Mathematical Sciences, Queen Mary University of London, London, United Kingdom; SDU University, Kaskelen, Almaty, Kazakhstan; Institute of Mathematics and Mathematical Modelling, Almaty, Kazakhstan","Ruzhansky, Michael V., Department of Mathematics: Analysis, Universiteit Gent, Ghent, VOV, Belgium, School of Mathematical Sciences, Queen Mary University of London, London, United Kingdom; Yessirkegenov, Nurgissa Amankeldiuli, Department of Mathematics: Analysis, Universiteit Gent, Ghent, VOV, Belgium, SDU University, Kaskelen, Almaty, Kazakhstan, Institute of Mathematics and Mathematical Modelling, Almaty, Kazakhstan","In this paper we obtain Hardy, weighted Trudinger-Moser and Caffarelli-Kohn-Nirenberg type inequalities with sharp constants on Riemannian manifolds with non-positive sectional curvature and, in particular, a variety of new estimates on hyperbolic spaces. Moreover, in some cases we also show their equivalence with Trudinger-Moser inequalities. As consequences, the relations between the constants of these inequalities are investigated yielding asymptotically best constants in the obtained inequalities. We also obtain the corresponding uncertainty type principles. © 2021 The Authors","Caffarelli-Kohn-Nirenberg inequality; Hardy inequality; Hyperbolic space; Non-positive curvature; Riemannian manifold; Trudinger-Moser inequality","","Fonds Wetenschappelijk Onderzoek, FWO; Engineering and Physical Sciences Research Council, EPSRC, (EP/R003025/1, EP/R003025/2); Engineering and Physical Sciences Research Council, EPSRC; Bijzonder Onderzoeksfonds UGent, BOF, (01M01021); Bijzonder Onderzoeksfonds UGent, BOF; Ministry of Education and Science of the Republic of Kazakhstan, (AP09058474); Ministry of Education and Science of the Republic of Kazakhstan","This research is funded by the Science Committee of the Ministry of Education and Science of the Republic of Kazakhstan (Grant No. AP09058474 ) and by the FWO Odysseus 1 grant G.0H94.18N : Analysis and Partial Differential Equations. Michael Ruzhansky was supported by the EPSRC grant EP/R003025/2 and by the Methusalem programme of the Ghent University Special Research Fund (BOF) (Grant number 01M01021 ).","","","","","","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85119280904"
"Gupta, D.; Kose, U.; Castillo, O.","Gupta, Deepak Kumar (56985108600); Kose, Utku (36544118500); Castillo, Oscar (7007101709)","56985108600; 36544118500; 7007101709","Special issue on deep neural networks for biomedical data and imaging","2022","Expert Systems","39","3","e12943","","","1","10.1111/exsy.12943","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125133763&doi=10.1111%2Fexsy.12943&partnerID=40&md5=c34de109967f89de59ac44f74ed23fa4","Maharaja Agrasen Institute of Technology, New Delhi, DL, India; SDU University, Kaskelen, Almaty, Kazakhstan; Tijuana Institute of Technology, Tijuana, BCN, Mexico","Gupta, Deepak Kumar, Maharaja Agrasen Institute of Technology, New Delhi, DL, India; Kose, Utku, SDU University, Kaskelen, Almaty, Kazakhstan; Castillo, Oscar, Tijuana Institute of Technology, Tijuana, BCN, Mexico","[No abstract available]","","","","","","","","","","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85125133763"
