"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Balta, N.; Japashov, N.; Mansurova, A.; Tzafilkou, K.; Oliveira, A.W.; Lathrop, R.","Balta, Nuri (56577982000); Japashov, Nursultan M. (59549248700); Mansurova, Aizhan A. (57196373400); Tzafilkou, Katerina (56595176200); Oliveira, Alandeon W. (16316618900); Lathrop, Rob (57955034800)","56577982000; 59549248700; 57196373400; 56595176200; 16316618900; 57955034800","Middle- and secondary-school students' STEM career interest and its relationship to gender, grades, and family size in Kazakhstan","2023","Science Education","107","2","","401","426","23","10.1002/sce.21776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141369861&doi=10.1002%2Fsce.21776&partnerID=40&md5=ade3f7fc8425486017eedae31aa85b50","SDU University, Kaskelen, Almaty, Kazakhstan; Department of Solid State Physics and Nonlinear Physics, Al Farabi Kazakh National University, Almaty, Kazakhstan; Department of Pedagogy of Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Physics, Nazarbayev Intellectual School of Physics and Mathematics, Almaty, Kazakhstan; University of Macedonia, Thessaloniki, Central Macedonia, Greece; State University of New York Albany, Albany, NY, United States","Balta, Nuri, SDU University, Kaskelen, Almaty, Kazakhstan; Japashov, Nursultan M., Department of Solid State Physics and Nonlinear Physics, Al Farabi Kazakh National University, Almaty, Kazakhstan, Department of Pedagogy of Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Mansurova, Aizhan A., Department of Physics, Nazarbayev Intellectual School of Physics and Mathematics, Almaty, Kazakhstan; Tzafilkou, Katerina, University of Macedonia, Thessaloniki, Central Macedonia, Greece; Oliveira, Alandeon W., State University of New York Albany, Albany, NY, United States; Lathrop, Rob, State University of New York Albany, Albany, NY, United States","Despite pervasive educational efforts, student interest in STEM careers continues to decline in many countries. The present study seeks to better understand this phenomenon by examining how internal factors (gender) and external factors (school grades, grade level, family size) relate to Kazakh students' STEM career interests. To this end, a newly developed instrument (STEM Career Interest Survey) based on social cognitive career theory was used to assess interest in STEM careers among middle- and secondary students in Kazakhstan. The survey was completed by a sample of 396 Kazakh students in grades 7 to 12. Our statistical analyses revealed that (1) female students were generally less interested in STEM careers than male students; (2) students with higher grades in physics classes were significantly more interested in STEM careers than low-performing students; (3) students at higher grade levels were generally more interested in STEM careers than those in lower grade levels; (4) the number of siblings was positively associated with student interest in mathematics careers; and, (5) family support and role models were significantly correlated with student STEM career interest. Our findings suggest that student development of interest in STEM careers constitutes an epigenetic phenomenon that involves complex interactions between internal factors (e.g., self-efficacy) and external factors (e.g., gender stereotypes). Based on this, it is argued that the promotion of student interest in STEM careers is a multifaceted problem whose resolution requires, among other things, dispelling stereotypes in students' sociocultural context through systematic renegotiation of traditional gender-technology relations characteristic of a country's culture. © 2022 Wiley Periodicals LLC.","Kazakh students; middle and high school; STEM career and gender; STEM career interest development; STEM career family and grades","","","This study is not funded.","","","","","","Article","Final","","Scopus","2-s2.0-85141369861"
"Dukeyev, B.","Dukeyev, Berikbol (57415193300)","57415193300","The State-Sponsored Television Series in Kazakhstan: Auls, Belongingness, and Socioeconomic Development","2023","Mapping the Media and Communication Landscape of Central Asia: An Anthology of Emerging and Contemporary Issues","","","","65","84","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019120834&partnerID=40&md5=5d9ce933e8bbd55c5a455a42c3a347e9","Faculty of Law and Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Dukeyev, Berikbol, Faculty of Law and Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","[No abstract available]","","Economics; Inflation; Kazakhstan; Socio-economic development; Television","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-105019120834"
"Golunov, S.","Golunov, Sergei V. (55874382000)","55874382000","Russian border security: trends of post-soviet transformation; La seguridad fronteriza rusa: tendencias en la transformación postsoviética","2023","Estudios Fronterizos","24","","e124","","","0","10.21670/ref.2313124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175081445&doi=10.21670%2Fref.2313124&partnerID=40&md5=c69141a403d3da1efbe46ee25c710f4c","Faculty of Law and Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Golunov, Sergei V., Faculty of Law and Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","After the disintegration of the ussr, Russia confronted the task of reforming its border security policy, which had previously emphasized stringent control over both inbound and outbound cross-border movements. This challenge was further compounded by the unprecedented management of 13 thousand kilometers of newly established borders with other states of the former Soviet Union. This article examines the evolving trends in Russian border security policy, encompassing the management of these new borders, endeavors to integrate Russia’s border security spaces with those of its post-Soviet allies, and the impacts of geopolitical expansionism. The transformation of Russian border security policy has yielded mixed results. On one hand, Russia has effectively embraced modern approaches to cross-border flow management. On the other hand, the scope of issues covered by Russia’s border security agenda remains extensive, encompassing geopolitical fears and other issued that cannot be managed effectively by the agencies tasked with routine border management. © 2023, Universidad Autonoma de Baja California. All rights reserved.","border security; geopolitics; Russia; seclusion; securitization","","Ministry of Education and Science of the Republic of Kazakhstan","This article is a part of the BR10965282 project “Kazakhstan-Russian border: historical context and new geopolitical reality”, funded by the targeted funding program of the Ministry of Science and Higher Education of the Republic of Kazakhstan.","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85175081445"
"Yazdanjoo, M.; Mozaheb, M.A.; Rahimi, A.","Yazdanjoo, Morteza (57190812422); Mozaheb, Mohammad Amin (55312801400); Rahimi, Ali (57884215700)","57190812422; 55312801400; 57884215700","Interpellating the Misfit:AnAlthusserian Reading of The Catcher in the Rye","2022","IUP Journal of English Studies","17","2","","112","125","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137670154&partnerID=40&md5=7e38003276aa2b7aa8974255843aff32","Kharazmi University, Tehran, Tehran, Iran; Department of Foreign Languages, Imam Sadiq University, Tehran, Tehran, Iran; Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","Yazdanjoo, Morteza, Kharazmi University, Tehran, Tehran, Iran; Mozaheb, Mohammad Amin, Department of Foreign Languages, Imam Sadiq University, Tehran, Tehran, Iran; Rahimi, Ali, Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","This paper endeavors to identify the role of ideology in domesticating the unruly protagonist of J D Salinger’s The Catcher in the Rye, Holden Caulfield. Althusser’s educational and familial apparatus, which are the hallmarks of his ideological state apparatus, play an undeniable role in guiding Holden to the right path of life and, therefore, applying himself. As the best representative of educational apparatus, Antolini, a Christ-like figure, provides tutelage for Holden in the absence of his Broadway-investing father. Holden, through idealizing Phoebe and Allie, also reveals an acute sense of belonging which characterizes him as a sibling-fixated protagonist. However, Holden behaves in such a way that it leads him to be stigmatized as a ‘madman’ and is eventually consigned to an asylum, another example of Althusser’s RSA (i.e., Repressive State Apparatus). Overall, we propose that Holden Caulfield, being subjected to the Subject, is ‘the caught in the rye’ not ‘the catcher in the rye’. ©2022 IUP. All Rights Reserved.","","","","","","","","","","Article","Final","","Scopus","2-s2.0-85137670154"
"Dewaele, J.-M.; özdemir, C.; Karci, D.; Uysal, S.; Özdemir, E.D.; Balta, N.","Dewaele, Jean Marc (6602700294); özdemir, Cemal (57202394350); Karci, Durmuş (57205338372); Uysal, Sinem (57224063311); Özdemir, Elif Derya (57217544565); Balta, Nuri (56577982000)","6602700294; 57202394350; 57205338372; 57224063311; 57217544565; 56577982000","How distinctive is the foreign language enjoyment and foreign language classroom anxiety of Kazakh learners of Turkish?","2022","Applied Linguistics Review","13","2","","243","265","74","10.1515/applirev-2019-0021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073036937&doi=10.1515%2Fapplirev-2019-0021&partnerID=40&md5=220ab3e0fa7813de6a76f0619ea1c969","Department of Applied Linguistics and Communication, Birkbeck, University of London, London, United Kingdom; Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan; International Burch University, Sarajevo, Sarajevo, Bosnia and Herzegovina; University of International Business, Almaty, Kazakhstan","Dewaele, Jean Marc, Department of Applied Linguistics and Communication, Birkbeck, University of London, London, United Kingdom; özdemir, Cemal, Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan; Karci, Durmuş, International Burch University, Sarajevo, Sarajevo, Bosnia and Herzegovina; Uysal, Sinem, Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan; Özdemir, Elif Derya, Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan; Balta, Nuri, University of International Business, Almaty, Kazakhstan","The present study focuses on foreign language enjoyment (FLE) and foreign language classroom anxiety (FLCA) of 592 learners of Turkish as a foreign language (FL) in Kazakhstan. Mean levels of FLE and FLCA were found to be similar to previous studies in different settings with different target languages. In contrast with previous literature, a weak positive correlation was found between FLE and FLCA and the gender effect went in the opposite direction, with male participants reporting more FLCA than female participants. Multiple regression analyses revealed that FLE and FLCA were more strongly predicted by learners' attitude toward Turkish and teacher-related variables than by learner-internal variables, confirming previous research outside Kazakhstan. Attitude toward the FL, teacher's friendliness, strictness and frequency of use of the FL, attitude toward the teacher, participant's age and FL exam result explained a total of 25% of variance in FLE. Differing slightly from previous studies, FLCA was found to be only weakly predicted (6% of variance) by some learner-internal variables (FL exam result, attitude toward the FL) as well as teacher-centred variables (friendliness, strictness). The findings suggest that variation in FLE and FLCA among Kazakh learners of Turkish is quite similar to that established in other contexts. © 2019 Walter de Gruyter GmbH, Berlin/Boston.","foreign language classroom anxiety; foreign language enjoyment; Kazakhstan; positive psychology; Turkish","","","","","","","","","Article","Final","","Scopus","2-s2.0-85073036937"
"Mirzoyeva, L.Y.","Mirzoyeva, Leila Yu (57103759100)","57103759100","CULTURAL IMPLICATIONS OF THE NOUNS ‘DEBT’/’DUTY’ IN RUSSIAN AND ENGLISH WITH RESPECT TO TRANSLATION PROBLEMS","2022","Cadernos de Traducao","42","1","e85801","","","0","10.5007/2175-7968.2022.e85801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149846688&doi=10.5007%2F2175-7968.2022.e85801&partnerID=40&md5=92d94c08fa8064b2cd4265262be9763d","SDU University, Kaskelen, Almaty, Kazakhstan","Mirzoyeva, Leila Yu, SDU University, Kaskelen, Almaty, Kazakhstan","The article investigates correspondency between national world view in source and target languages and problems related to the concepts rendering while translating texts from English into Russian and vice versa. The aim of this research is to study one of the important concepts representing Russian national world view i.e. a conceptualized word DUTY/ДОЛГ on the one hand, and two corresponding English words such as DUTY and DEBT, on the other hand. In order to show the discrepancies between those concepts in English and Russian cultures, comparative research technique has been used. The author compared data excerpted from the British National Corpus (BNC) and the Russian National Corpus (RNC). As a result, it is necessary to underline that mutual understanding of interlocutors who use different systems of cultural, social and moral values, is based on the adequate perception of the concepts represented in different languages. Otherwise, dissimilarity of those concepts predetermines lack of understanding and may even cause communicative failure (especially in case of choosing inappropriate word in target language in the process of translation). While translating literary texts an interpreter should take into account the shades of meaning as well as the crucial differences in national world view between source and target languages. © Esta obra utiliza uma licença Creative Commons CC BY: https://creativecommons.org/lice","cultural implications; national world view; source language; target language","","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85149846688"
"Issakova, S.; Issakova, A.; Ordabekova, K.; Kussainova, Z.; Rakhimbekova, G.","Issakova, S. S. (57205124297); Issakova, Assylymay (58136067800); Ordabekova, Khafiza A. (57204888863); Kussainova, Zhainagul (58136281900); Rakhimbekova, Guldensin (57205124469)","57205124297; 58136067800; 57204888863; 58136281900; 57205124469","The System of Grammatical Categories of the Verb in Kazakh, Russian, and English","2022","World Journal of English Language","13","2","","120","126","10","10.5430/wjel.v13n2p120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149766703&doi=10.5430%2Fwjel.v13n2p120&partnerID=40&md5=8a3d968cac591ca7baece41b5f65d384","Department of Kazakh Philology, K. Zhubanov Aktobe Regional University, Aktobe, Aktobe, Kazakhstan; Yessenov University, Aktau, Mangystau, Kazakhstan; Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Foreign Languages, Saken Seifullin Kazakh Agrotechnical University, Astana, Kazakhstan","Issakova, S. S., Department of Kazakh Philology, K. Zhubanov Aktobe Regional University, Aktobe, Aktobe, Kazakhstan; Issakova, Assylymay, Yessenov University, Aktau, Mangystau, Kazakhstan; Ordabekova, Khafiza A., Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Kussainova, Zhainagul, Department of Foreign Languages, Saken Seifullin Kazakh Agrotechnical University, Astana, Kazakhstan; Rakhimbekova, Guldensin, Department of Foreign Languages, Saken Seifullin Kazakh Agrotechnical University, Astana, Kazakhstan","The relevance of the study is conditioned by the fact that the verb is a part of speech that expresses the grammatical meaning of an action, so there is a sign of a dynamic flow in time. The verb is the only part of speech that has analytical forms. The specificity of a verb is a dependent grammatical meaning that binds verbs concerning an action. They do not contain the semantics of the restriction in the action that they denote, their boundary can be considered as defined from the outside, but not as a result of the verb semantics. The purpose is to consider and compare the system of grammatical categories of the verb in Kazakh, Russian, and English. The following methods were used: linguistic, comparative, and structural. The basic unit of grammar is the grammatical category. It combines grammatical forms with a single grammatical meaning. Whole, homogeneous, and opposite grammatical forms of a particular language are called a paradigm. When analysing categories, it is especially important to consider the unity of semantic and formal plans: if there is no plan, then this phenomenon cannot be classified. Grammatical categories of each language can be a kind of questionnaire for describing objects and situations in that language. © Sciedu Press. All rights reserved.","grammatical features; grammatical forms; language; system; temporal meanings","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85149766703"
"Karimova, N.E.; Tulibayev, T.E.","Karimova, Natalya E. (57911104600); Tulibayev, Temur E. (57911104700)","57911104600; 57911104700","Xiyu wenjian lu by Qishiyi: Materials on the History of Central Asian Peoples in Mid-to-Late 18th Century Revisited; Сочинение Цишии «Сиюй вэньцзяньлу»: сведения по истории народов Центральной Азии второй половины XVIII в","2022","Oriental Studies","15","2","","373","382","0","10.22162/2619-0990-2022-60-2-373-382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139077390&doi=10.22162%2F2619-0990-2022-60-2-373-382&partnerID=40&md5=2b0783193d8cdfd5433f893f439af2e5","Tashkent State University of Oriental Studies, Tashkent, Uzbekistan; SDU University, Kaskelen, Almaty, Kazakhstan","Karimova, Natalya E., Tashkent State University of Oriental Studies, Tashkent, Uzbekistan; Tulibayev, Temur E., SDU University, Kaskelen, Almaty, Kazakhstan","Introduction. The article examines the Chinese written source Xiyu wenjian lu 西域闻见录 (‘Record of Things Seen and Heard in the Western Regions’) by the Manchu official Qishiyi (Chunyuan) and its data on the history and ethnography of Central Asian peoples in the mid-to-late 18th century. Goals. The work seeks to introduce new data on the history of Central Asia contained in Xiyu wenjian lu, analyze various copies and versions of the written source, and provide new information about the author of the composition. Materials and methods. The study explores the Japanese woodblock print edition of 1801 and one modern Chinese edition of 2016, translates some extracts. The work considers various works by Russian and foreign authors regarding the written source, employs the generalizing and comparative research methods, while historical/chronological analysis proves instrumental in investigating certain interesting facts from Xiyu wenjian lu. Results. The paper introduces into scientific circulation new translations of extracts from Qishiyi’s work that significantly supplement and expand data presented in the famous work of N. Ya. Bichurin (Hyacinth) titled ‘Description of Dzungaria and East Turkestan in Ancient and Present Times’. The article contains the most famous copies and versions of Xiyu wenjian lu. The biography of the author is supplemented with new facts of his life that have remained little-known to Russian-speaking researchers. Conclusions. The revealed factual materials from Xiyu wenjian lu show that the work of Manchu official Qishiyi contains original data on historical geography, socioeconomic life of Central Asian peoples, and political situation in the region. Despite its fame, Xiyu wenjian lu is to be thoroughly explored since lots of historical accounts from this source remain unexplored. © KalmSC RAS, 2022.","Central Asia; historical geography; Kazakhs; Kokand domain; Kyrgyz; Manchus; N. Ya. Bichurin; Qishiyi; Xiyu wenjian lu","","(AP09259919)","见录 (‘Record of Things Seen and Heard in the Western Regions’) by the Manchu official Qishiyi (Chunyuan) and its data on the history and ethnography of Central Asian peoples in the mid-to-late 18th century. Goals. The work seeks to introduce new data on the history of Central Asia contained in Xiyu wenjian lu, analyze various copies and versions of the written source, and provide new information about the author of the composition. Materials and methods. The study explores the Japanese woodblock print edition of 1801 and one modern Chinese edition of 2016, translates some extracts. The work considers various works by Russian and foreign authors regarding the written source, employs the generalizing and comparative research methods, while historical/chronological analysis proves instrumental in investigating certain interesting facts from Xiyu wenjian lu. Results. The paper introduces into scientific circulation new translations of extracts from Qishiyi’s work that significantly supplement and expand data presented in the famous work of N. Ya. Bichurin (Hyacinth) titled ‘Description of Dzungaria and East Turkestan in Ancient and Present Times’. The article contains the most famous copies and versions of Xiyu wenjian lu. The biography of the author is supplemented with new facts of his life that have remained little-known to Russian-speaking researchers. Conclusions. The revealed factual materials from Xiyu wenjian lu show that the work of Manchu official Qishiyi contains original data on historical geography, socioeconomic life of Central Asian peoples, and political situation in the region. Despite its fame, Xiyu wenjian lu is to be thoroughly explored since lots of historical accounts from this source remain unexplored. Keywords: Qishiyi, Xiyu wenjian lu, N. Ya. Bichurin, Manchus, Central Asia, historical geography, Kazakhs, Kyrgyz, Kokand domain Acknowledgements. The reported study was funded by Ministry of Education and Science of the Republic of Kazakhstan (Committee of Science), grant project no. AP09259919. For citation: Karimova N. E., Tulibayev T. E. Xiyu wenjian lu by Qishiyi: Materials on the History of Central Asian Peoples in Mid-to-Late 18th Century Revisited. Oriental Studies. 2022; 15(2): 373(씀382. (In Russ.). DOI: 10.22162/2619-0990-2022-60-2-373-382","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85139077390"
"Tulibayeva, Z.M.; Tulibayev, S.T.","Tulibayeva, Zhuldyz Musaevna (56015668000); Tulibayev, Said T. (57340577600)","56015668000; 57340577600","LAND LAW OF KAZAKHS: FROM YASSA OF GENGHIS KHAN TO ZHETY ZHARGY OF TAUKE KHAN","2021","Voprosy Istorii","6","1","","174","184","0","10.31166/VoprosyIstorii202106Statyi25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119174457&doi=10.31166%2FVoprosyIstorii202106Statyi25&partnerID=40&md5=0b2c917e9e504970dc4e11f771442338","SDU University, Kaskelen, Almaty, Kazakhstan; Al Farabi Kazakh National University, Almaty, Kazakhstan","Tulibayeva, Zhuldyz Musaevna, SDU University, Kaskelen, Almaty, Kazakhstan; Tulibayev, Said T., Al Farabi Kazakh National University, Almaty, Kazakhstan","The publication is devoted to the history of land law development of the Kazakhs in the Middle Ages and modern history. On the basis of the analysis of information from oriental and Russian sources, the characteristic features of the land law that was in force among nomads were researched. The rules and customs that existed in the Kazakh society concerning land use and environmental protection are presented. © 2021, Rossiiskaya Akademiya Nauk, Institut Istorii (Russian Academy of Sciences, Institute of General Hist. All rights reserved.","Customary law of Kazakhs; Land law; Muntakhab al-tavarih-I Mu‘ini; Russian sources; Yassa; Zhety Zhargy","","Ministry of Education and Science of the Republic of Kazakhstan, (AP08856086)","\u0420\u0430\u0431\u043E\u0442\u0430 \u043F\u043E\u0434\u0433\u043E\u0442\u043E\u0432\u043B\u0435\u043D\u0430 \u043F\u0440\u0438 \u0444\u0438\u043D\u0430\u043D\u0441\u043E\u0432\u043E\u0439 \u043F\u043E\u0434\u0434\u0435\u0440\u0436\u043A\u0435 \u041A\u043E\u043C\u0438\u0442\u0435\u0442\u0430 \u043D\u0430\u0443\u043A\u0438 \u041C\u0438\u043D\u0438\u0441\u0442\u0435\u0440\u0441\u0442\u0432\u0430 \u043E\u0431\u0440\u0430-\u0437\u043E\u0432\u0430\u043D\u0438\u044F \u0438 \u043D\u0430\u0443\u043A\u0438 \u0420\u0435\u0441\u043F\u0443\u0431\u043B\u0438\u043A\u0438 \u041A\u0430\u0437\u0430\u0445\u0441\u0442\u0430\u043D ?\u0433\u0440\u0430\u043D\u0442 \u2116AP08856086). This research has been funded by the Committee of Science of the Ministry of Education and Science of the Republic of Kazakhstan ?Grant No. AP08856086).","","","","","","Article","Final","","Scopus","2-s2.0-85119174457"
"Daurenbekova, L.N.; Kerimbekova, B.D.; Daribaev, S.D.; Agabekova, Z.A.; Adayeva, Y.S.","Daurenbekova, Laura N. (6503884049); Kerimbekova, Bayan (57200107915); Daribaev, Samalbai Daribayevich (56712981000); Agabekova, Zhazira A. (57224131331); Adayeva, Yermek S. (57224123322)","6503884049; 57200107915; 56712981000; 57224131331; 57224123322","Translation into Kazakh language of Women's image in Ch. Aitmatov's works","2021","Astra Salvensis","2021","","","531","544","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107038320&partnerID=40&md5=ce24c523393b6e864daf57bc55ad7466","Department of Kazakh and Russian Philology, Eurasian Humanities Institute, Nur-Sultan, Kazakhstan; Faculty of Philology, SDU University, Kaskelen, Almaty, Kazakhstan; Faculty of Philology, Al Farabi Kazakh National University, Almaty, Kazakhstan; Department of Kazakh Language and Turkic Studies, Nazarbayev University, Astana, Kazakhstan","Daurenbekova, Laura N., Department of Kazakh and Russian Philology, Eurasian Humanities Institute, Nur-Sultan, Kazakhstan; Kerimbekova, Bayan, Faculty of Philology, SDU University, Kaskelen, Almaty, Kazakhstan; Daribaev, Samalbai Daribayevich, Faculty of Philology, Al Farabi Kazakh National University, Almaty, Kazakhstan; Agabekova, Zhazira A., Department of Kazakh Language and Turkic Studies, Nazarbayev University, Astana, Kazakhstan; Adayeva, Yermek S., Department of Kazakh Language and Turkic Studies, Nazarbayev University, Astana, Kazakhstan","The professional translator Kalzhan Nurmakhanov did not just translated the Kyrgyz writer Chinghiz Aitmatov's works, and turned into the spiritual well – being of the Kazakh people, but also strengthened literary ties between the two countries. The article investigated the translated into Kazakh three of Chinghiz Aitmatov’s works; the woman’s image in these three works have been compared with their original, accuracy of the translation, and methods and techniques used by the author to convey the idea. The author ascertained that in translation psychology of each character and mood have been interpreted according to Kazakh concept and the original text rhythm and storyline have been preserved. Moreover, lexical transformations used by the translator have been analyzed. © 2021 Transilvanian Association for the Literarure and Culture of Romanian People (ASTRA). All rights reserved.","Composition; Concretization; Generalization; Literary translation; Parallelism; Translator; Turkic literature; Writer","","","","","","","","","Article","Final","","Scopus","2-s2.0-85107038320"
"Zhussipbek, G.; Achilov, D.; Nagayeva, Z.","Zhussipbek, Galym (57195469148); Achilov, Dilshod (55845959700); Nagayeva, Zhanar (57211118533)","57195469148; 55845959700; 57211118533","Some common patterns of islamic revival in post-soviet central asia and challenges to develop human rights and inclusive society","2020","Religions","11","11","548","1","18","18","10.3390/rel11110548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094833528&doi=10.3390%2Frel11110548&partnerID=40&md5=0e53be0721a8e75d228aef6fffc459fd","Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Political Science, University of Massachusetts Dartmouth, Dartmouth, MA, United States","Zhussipbek, Galym, Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Achilov, Dilshod, Department of Political Science, University of Massachusetts Dartmouth, Dartmouth, MA, United States; Nagayeva, Zhanar, Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","This paper argues that the following common patterns help explain the ongoing Islamic revival in Central Asia: (a) “de-modern” and “ethnicized” Islam as an enduring legacy of the Soviet period; (b) penetration of Salafism; (c) securitization of “non-official” Islam by state and non-state actors and (d) the rise of conservative Islam which goes hand in hand with retraditionalization. These factors, in their turn, pose serious challenges to developing inclusive society and human rights in Central Asian countries. This paper argues that the Islamic revival in Central Asian countries has come to the point when it can be analyzed under the prism, whether it impedes the development of inclusive society and human rights or not. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Central asia; Conservative islam; Human rights; Inclusive society; Islam; Jadidism; Securitization","","(AP05132998)","Funding: This research was funded by the research grant provided by the Committee of Science, Ministry of Education and Science, Republic of Kazakhstan, grant number is AP05132998. The APC was funded by the same grant.","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85094833528"
"O’Dwyer, E.; Çoymak, A.","O’Dwyer, Emma (56506983200); Çoymak, Ahmet (37060456700)","56506983200; 37060456700","Basic Human Values and Their Contexts: A Multilevel Analysis of Support for the Use of Armed Drones in the United States, United Kingdom, and Turkey","2020","Political Psychology","41","2","","249","264","10","10.1111/pops.12621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073777345&doi=10.1111%2Fpops.12621&partnerID=40&md5=717f6d5715d07d3c0d8af92437ec5923","Kingston University, Kingston Upon Thames, Surrey, United Kingdom; SDU University, Kaskelen, Almaty, Kazakhstan","O’Dwyer, Emma, Kingston University, Kingston Upon Thames, Surrey, United Kingdom; Çoymak, Ahmet, SDU University, Kaskelen, Almaty, Kazakhstan","Armed drones are now a key component of military strategy; however, little empirical research has explored the phenomenon in terms of psychological processes. Previous research has emphasized the importance of basic human values for structuring understandings of and opinions towards foreign policy issues. Using a social representations approach, we used a multilevel modeling approach to explore the link between values and support for the use of armed drones in the United Kingdom, the United States, and Turkey. In line with our predictions, high priority of self-transcendence values negatively predicted, and high priority of conservation values positively predicted, support for armed drones. Furthermore, given our theoretical framework, we specified that values should be conceptualized as prioritized or devalued within a particular context, and when values were specified as country-level, as well as individual predictors, this led to an increase in model fit. These findings are discussed in light of a developing line of research on meta-representations and their consequences for political opinion, and directions for future research are advanced. © 2019 International Society of Political Psychology","armed drones; multilevel; precision weapons; social representations; values","","Kingston University","We thank five anonymous reviewers for their constructive and helpful comments. Many thanks also to Chris Cohrs, Joel Devonshire, Felicia Pratto, and James Tapp for useful feedback provided on earlier drafts of this article. This research was supported by funding received from the Kingston University First Grants Scheme. Correspondence concerning this article should be addressed to Dr Emma O'Dwyer, Department of Psychology, Kingston University, Penrhyn Road, Kingston-upon-Thames, Surrey, KT1 2EE, UK. E-mail: e.odwyer@kingston.ac.uk","","","","","","Article","Final","","Scopus","2-s2.0-85073777345"
