Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 78
J,"Kutlucan, Ali; Tunc, Sevket Ercan; Sahin, Mehmet; Cerci, Suereyya; Ugan, Yunus; Ersoy, Ismail Hakki; Koeroglu, Banu; Suetcue, Recep; Yildiz, Mustafa",,,,"Tunc, Sevket Ercan/B-2911-2017; Kutlucan, Ali/AAD-5561-2021","Tunc, Sevket Ercan/0000-0002-1221-0131;",,,,,TNF-ALPHA AND OSTEOPROTEGERIN IN ASSESSMENT OF BONE METABOLISM IN PATIENTS WITH BEHCET'S DISEASE,,,,,,,,CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,,,,28.0,4,,,S155,S155,,,,,,,,,,60.0,Meeting Abstract,JUL-AUG 2010,2010,,,,,,,,,,0,0,0,0,0,0,0,0,2,0392-856X,,,,,,,,,,,,,,,2010-07-01,WOS:000282865900189,,
J,"Dzhumadil'daev, A",,,,"Dzhumadil'daev, Askar/N-8115-2017","Dzhumadil'daev, Askar/0000-0002-3551-4955",,,,,Special identity for Novikov-Jordan algebras,,,,,,,,COMMUNICATIONS IN ALGEBRA,,,,33.0,5,,,1279,1287,,,,10.1081/AGB-200060504,,,,,,,Article,2005,2005,"A commutative algebra with the identity (a * b) * (c * d) - (a * d) * (c * b) = (a, b, c) * d - (a, d, e) * b is called Novikov-Jordan. Example: K[x] under multiplication a * b = partial derivative(ab) is Novikor-Jordan. A special identity for Novikov-Jordan algebras of degree 5 is constructed. Free Novikov-Jordan algebras with q generators are exceptional for any q >= 1.",,,,,,,,,5,0,0,0,0,0,7,0,1,0092-7872,1532-4125,,,,,,,,,,,,,,2005-01-01,WOS:000230217200001,,
J,"Arslanov, M. Z.; Ashigaliev, D. U.; Ismail, E. E.",,,,"; Ismail, Essam/JNR-8408-2023","Исмаил, Есмагамбет/0000-0003-2810-1076;",,,,,Polynomial algorithms for guillotine cutting of a rectangle into small rectangles of two kinds,,,,,,,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,,185.0,1,,,105,121,,,,10.1016/j.ejor.2006.12.052,,,,,,,Article,FEB 16 2008,2008,"In this paper the problem of optimally guillotine cutting a rectangle (A, B) into small rectangles of two kinds is considered. Rectangles of the first kind (c,a(i)), i is an element of I have the same width, and their heights can be various. Rectangles of the second kind (b(j),d), j is an element of J have the same height, and their widths can be various. The number of occurrences of each small rectangle in a cutting pattern is not restricted. Similar problems often appear in the furniture industry. This cutting problem is reduced to the shortest path problem in a special rectangular grid, for which a linear time algorithm is suggested. This approach generalizes the approach of [E. Girlich, A.G. Tarnowski, On polynomial solvability of two multiprocessor scheduling problems, Mathematical Methods of Operations Research 50 (1999) 27-51; A.G. Tarnowski, Advanced polynomial time algorithm for guillotine generalized pallet loading problem, in: The International Scientific Collection: Decision Making Under Conditions of Uncertainty (Cutting-Packing Problems), Ufa State Aviation Technical University, 1997, pp. 93-124] and allows us to construct polynomial algorithms for the guillotine cutting problem considered with a fixed number of small rectangles of two kinds. (c) 2007 Elsevier B.V. All rights reserved.",,,,,,,,,0,0,0,0,0,0,0,0,8,0377-2217,,,,,,,,,,,,,,,2008-02-16,WOS:000250258400006,,
J,"Dzhumadil'daev, A. S.; Bakirova, A.",,,,"Dzhumadil'daev, Askar/N-8115-2017","Dzhumadil'daev, Askar/0000-0002-3551-4955",,,,,Commutative central extensions of Lie algebras,,,,,,,,RUSSIAN MATHEMATICAL SURVEYS,,,,63.0,4,,,776,777,,,,10.1070/RM2008v063n04ABEH004556,,,,,,,Article,JUL-AUG 2008,2008,,,,,,,,,,0,0,0,0,0,0,0,0,2,0036-0279,1468-4829,,,,,,,,,,,,,,2008-07-01,WOS:000261943000008,,
J,"Kulpeshov, Beibut Sh; Verbovskiy, Viktor V.",,,,"Kulpeshov, Beibut/M-6957-2015; Verbovskiy, Viktor/D-6255-2013","Verbovskiy, Viktor/0000-0001-5177-8523",,,,,On weakly circularly minimal groups,,,,,,,,MATHEMATICAL LOGIC QUARTERLY,,,,61.0,1-2,,,82,90,,,,10.1002/malq.201300076,,,,,,,Article,FEB 2015,2015,"Here we study properties of weakly circularly minimal cyclically ordered groups. The main result of the paper is that any weakly circularly minimal cyclically ordered group is abelian. (C) 2015 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim",,,,,,,,,9,0,0,0,0,0,9,0,5,0942-5616,1521-3870,,,,,,,,,,,,,,2015-04-02,WOS:000350061600009,,
J,"Arslanov, M. Z.",,,,"Arslanov, Marat/D-7271-2015","Arslanov, Marat/0000-0001-7773-8394",,,,,A polynomial algorithm for one problem of guillotine cutting,,,,,,,,OPERATIONS RESEARCH LETTERS,,,,35.0,5,,,636,644,,,,10.1016/j.orl.2006.12.003,,,,,,,Article,SEP 2007,2007,We consider the problem of guillotine cutting a rectangular sheet into two rectangular pieces without rotations. The question is whether there exists a cutting pattern with given numbers of occurrences of both rectangular pieces. A polynomial time algorithm is described to construct the convex hull of solutions to this problem. (C) 2007 Published by Elsevier B.V.,,,,,,,,,3,0,0,0,0,0,3,0,3,0167-6377,1872-7468,,,,,,,,,,,,,,2007-09-01,WOS:000249235700012,,
J,"Dzhumadil'daev, A",,,,"Dzhumadil'daev, Askar/N-8115-2017","Dzhumadil'daev, Askar/0000-0002-3551-4955",,,,,Jacobson formula for right-symmetric algebras in characteristic p,,,,,,,,COMMUNICATIONS IN ALGEBRA,,,,29.0,9,,,3759,3771,,,,10.1081/AGB-100105972,,,,,,,Article,2001,2001,"An algebra is called right-symmetric, if it satisfies the identity a o (b o c - c o b) = (a o b) o c - (a c c) o b. Right-symmetric algebras over a field of characteristic p are considered. A formula for the p-th power of a sum of two elements of right-symmetric algebras is established. The formula is similar to Jacobson formula for the p-th power of a sum of two elements of Lie algebras.",,,,,,,,,4,1,0,0,0,0,4,0,2,0092-7872,,,,,,,,,,,,,,,2001-01-01,WOS:000171379000007,,
J,"Dzhumadil'daev, AS; Davydov, AA",,,,"Dzhumadil'daev, Askar/N-8115-2017","Dzhumadil'daev, Askar/0000-0002-3551-4955",,,,,Factor-complex for Leibniz cohomology,,,,,,,,COMMUNICATIONS IN ALGEBRA,,,,29.0,9,,,4197,4210,,,,10.1081/AGB-100105996,,,,,,,Article,2001,2001,A complex quasi-isomorphic to the factor of Leibniz complex over Chevalley-Eilenberg complex for Lie algebras of characteristic 0 is constructed.,,,,,,,,,3,0,0,0,0,0,3,0,2,0092-7872,,,,,,,,,,,,,,,2001-01-01,WOS:000171379000031,,
J,"Dzhumadil'daev, AS",,,,"Dzhumadil'daev, Askar/N-8115-2017",,,,,,q-Chronological algebras,,,,,,,,DOKLADY MATHEMATICS,,,,71.0,2,,,264,265,,,,,,,,,,,Article,MAR-APR 2005,2005,,,,,,,,,,0,0,0,0,0,0,0,0,2,1064-5624,1531-8362,,,,,,,,,,,,,,2005-03-01,WOS:000229498500027,,
J,"Dzhumadil'daev, A. S.; Ismailov, N. A.",,,,"Dzhumadil'daev, Askar/N-8115-2017; Ismailov, Nurlan/Q-9136-2017","Dzhumadil'daev, Askar/0000-0002-3551-4955;",,,,,Sn- and GLn-module structures on free Novikov algebras,,,,,,,,JOURNAL OF ALGEBRA,,,,416.0,,,,287,313,,,,10.1016/j.jalgebra.2014.06.013,,,,,,,Article,OCT 15 2014,2014,"An algebra with two identities a(bc) = b(ac), a(bc) (ab)c = a(cb) (ac)b, is called Novikov. Module structures of a free Novikov algebra over permutation group and general linear group are studied. (C) 2014 Elsevier Inc. All rights reserved.",,,,,,,,,9,0,0,0,0,0,9,0,8,0021-8693,1090-266X,,,,,,,,,,,,,,2014-08-27,WOS:000339696400011,,
J,"Dzhumadil'daev, A",,,,"Dzhumadil'daev, Askar/N-8115-2017","Dzhumadil'daev, Askar/0000-0002-3551-4955",,,,,Novikov-Jordan algebras,,,,,,,,COMMUNICATIONS IN ALGEBRA,,,,30.0,11,,,5207,5240,,,,10.1081/AGB-120015649,,,,,,,Article,2002,2002,"Algebras with the identity (a star b) star (c star d) - (a star d) star (c star b) = (a, b, c) star d - (a, d, c) star b are studied. Novikov algebras under Jordan multiplication and Leibniz dual algebras satisfy this identity. If algebra with such identity has a unit, then it is associative and commutative.",,,,,,,,,11,0,0,0,0,0,12,0,1,0092-7872,1532-4125,,,,,,,,,,,,,,2002-01-01,WOS:000179922400007,,
J,"Kadyrov, Shirali; Haydarov, Farkhod; Mamayusupov, Khudoyor; Mustayev, Komil",,,,"Kadyrov, Shirali/C-9688-2018; Mamayusupov, Khudoyor/GZM-1403-2022","Mamayusupov, Khudoyor/0000-0001-8511-4856; Mustaev, Komil/0009-0008-6351-8137",,,,,Endemic coexistence and competition of virus variants under partial cross-immunity,,,,,,,,ELECTRONIC RESEARCH ARCHIVE,,,,33.0,2,,,1120,1143,,,,10.3934/era.2025050,,,,,,,Article,2025,2025,"In this study, we developed a mathematical framework, based on the SIR model, to study the dynamics of two competing virus variants with different characteristics of transmissibility, immune escape, and cross-immunity. The model includes variant-specific transmission and recovery rates and enables flexible parameterization of partial and waning cross-immunity. We conducted stability and bifurcation analyses and numerical simulations to explore the conditions of coexistence, dominance, and extinction of the variants, studying variations in epidemiological parameters that affect endemic prevalence and infection ratios. Our results indicated that transmission rates, levels of cross- immunity, and immunity waning rates are critical in determining disease outcomes, which influence variant prevalence and competitive dynamics. The sensitivity analysis provided the relative importance of these parameters and provided valuable insight into designing intervention strategies. This work contributes to furthering our understanding of multi-variant epidemic dynamics and lays the bedrock for tackling complex interactions involving arising virus variants, finding applications in real-world public health planning.",,,,,,,,,0,0,0,0,0,0,0,1,2,,2688-1594,,,,,,,,,,,,,,2025-05-03,WOS:001470487300009,,
J,"Ospankulova, Elmira; Maxutov, Samat; Lathrop, Rob; Anuarova, Lyailya; Balta, Nuri",,,,"; Maxutov, Samat/L-7412-2017; BALTA, NURI/AAD-6854-2021","Ospankulova, Elmira/0009-0000-9335-2379; Maxutov, Samat/0000-0002-4453-5512; Ануарова, Ляйля/0000-0003-1761-2655; Lathrop, Rob/0009-0007-9280-8224; BALTA, NURI/0000-0002-6364-5346",,,,,"Science students' attitudes, learning, critical thinking and engagement in project-based learning",,,,,,,,COGENT EDUCATION,,,,12.0,1,,,,,2445358,,,10.1080/2331186X.2024.2445358,,,,,,,Article,DEC 31 2025,2025,"In Project-Based Learning (PjBL), students are at the center of the learning process, where they actively collaborate to solve real-world problems. The aim of this study's research was to explore students' opinions of PjBL lessons across several factors: attitude, learning, critical thinking and engagement. To gather data, a questionnaire was administered to 167 students from six universities in Kazakhstan. The results revealed that students' attitudinal scores towards PjBL were lower than their learning, critical thinking and engagement scores. Additionally, female students reported more positive attitudes towards PjBL than their male counterparts. The study found no variation in attitudes, learning, critical thinking and engagement of PjBL among different academic disciplines. Moreover, there was a weak positive correlation between students' math scores and their engagement in PjBL. These results have implications for how future PjBL activities can be organized and how curriculum can be developed to enhance students' attitudes towards PjBL.",,,,,,,,,9,0,0,0,0,1,17,19,50,2331-186X,,,,,,,,,,,,,,,2025-01-03,WOS:001385795600001,,
J,"Bogyrbayeva, Aigerim; Dauletbayev, Bissenbay; Meraliyev, Meraryslan",,,,"Meraliyev, Meraryslan/KIK-9525-2024; Dauletbayev, Bissenbay/MHQ-6470-2025; Bogyrbayeva, Aigerim/GXG-6631-2022","Meraliyev, Meraryslan/0000-0003-2627-0837; Dauletbayev, Bissenbay/0000-0003-4906-6409;",,,,,Reinforcement Learning for Efficient Drone-Assisted Vehicle Routing,,,,,,,,APPLIED SCIENCES-BASEL,,,,15.0,4,,,,,2007,,,10.3390/app15042007,,,,,,,Article,FEB 2025,2025,"Many exact algorithms, heuristics, and metaheuristics have been proposed to solve the Vehicle Routing Problem with Drones, which involves using a fleet of trucks and drones to fulfil customer orders in last-mile delivery. In this study, the problem is formulated using the Markov Decision Process, and a Reinforcement Learning (RL) based solution is proposed. The proposed RL model is based on an attention-encoder and a recurrent neural network-decoder architecture. This approach enhances coordination by determining which vehicles should visit specific customers and where vehicles can rendezvous, effectively leveraging drones and reducing the overall completion time. The RL model has demonstrated competitive performance compared to benchmark algorithms through extensive experiments.",,,,,,,,,7,0,0,0,0,0,7,14,27,,2076-3417,,,,,,,,,,,,,,2025-03-03,WOS:001429906500001,,
J,"Bodaubekov, Abbas; Agaidarova, Shakhrizat; Zhussipbek, Talgat; Gaipov, Davronzhon; Balta, Nuri",,,,"BALTA, NURI/AAD-6854-2021; Agaidarova, Shakhrizat/JPL-5646-2023","BALTA, NURI/0000-0002-6364-5346; Agaidarova, Shakhrizat/0000-0003-0047-9886; Bodaubekov, Abbas/0009-0001-7959-2605; Zhussipbek, Talgat/0000-0002-6701-4701; GAIPOV, DAVRONZHON/0000-0003-3012-8067",,,,,Leveraging AI to enhance writing skills of senior TFL students in Kazakhstan: A case study using Write & Improve,,,,,,,,CONTEMPORARY EDUCATIONAL TECHNOLOGY,,,,17.0,1,,,,,ep548,,,10.30935/cedtech/15687,,,,,,,Article,JAN 2025,2025,"This study investigates the effectiveness of feedback provided by teachers versus feedback generated by the Write & Improve platform in enhancing the writing skills of senior undergraduate students enrolled in a two foreign language program at a private university in Kazakhstan. The quasi-experimental design involved four teachers, each teaching one control and one experimental class, totaling eight groups of students. Pre- and post-tests were conducted over a period of five weeks, focusing on task achievement, coherence and cohesion, lexical resource, grammar and accuracy, and overall score. Data analysis included descriptive statistics, Mann-Whitney U tests for pre-test comparisons, and MANCOVA analyses for post-test comparisons. Results show no significant difference in the impact of Write & Improve feedback compared to traditional teacher feedback across multiple dimensions of the writing test, both within individual teachers' classes and when combined. Longitudinal analysis reveals fluctuating scores over time with no consistent improvement. Thus, the study concludes that the Write & Improve tool is equally effective as teacher feedback in improving students' writing skills. This implies that educational institutions can potentially integrate technology-based feedback systems like Write & Improve alongside traditional teaching methods to enhance student learning outcomes in writing proficiency.",,,,,,,,,4,0,0,0,0,0,5,10,18,,1309-517X,,,,,,,,,,,,,,2025-03-24,WOS:001446653300017,,
J,"Bekturova, Madina; Tulepova, Saule; Zhaitapova, Altnay",,,,"Tulepova, Saule/ACK-5752-2022; Zhaitapova, Altnay/GYE-1332-2022; Bekturova, Madina/GZK-6930-2022","Tulepova, Saule/0000-0003-0809-469X; Bekturova, Madina/0000-0001-6748-9355",,,,,Predicting Kazakhstani TEFL students' continuance intention towards using ChatGPT in academic writing,,,,,,,,EDUCATION AND INFORMATION TECHNOLOGIES,,,,30.0,9,,,11889,11909,,,,10.1007/s10639-024-13306-6,,,,,JAN 2025,,Article,JUN 2025,2025,"The advancement of technologies has resulted in the boost of a popular chatbot software - ChatGPT. It is ripe with potential, yet has introduced various challenges, especially in the world of education. This paper aims to explore how TEFL (Teaching English as a foreign language) students perceive the usefulness and ease of using ChatGPT in regard to academic writing and how their perceptions affect continuance intention towards its usage. The researchers present a modified model of ChatGPT usage, validating it with a sample of 334 TEFL students of two Kazakhstani universities. The constructs of the model included perceived ease of use, perceived usefulness, perceived satisfaction and continuance intention. The exploratory factor analysis revealed a strong direct relationship between the constructs. Specifically, the results suggest that students who perceive ChatGPT as more useful, easier to use, and are more satisfied with its assistance in academic writing, are likely to exhibit a greater intention to continue using it in future writing tasks. However, the descriptive analysis indicated discrepancies in the data, which were elaborated in the qualitative analysis of the answers to the survey's open-ended questions, where respondents expressed doubts about ChatGPT's reliability, concerns about plagiarism and loss of writing ability, alongside with a desire for enhanced accuracy in providing reliable information. This study can serve as an initial step toward the research of the factors influencing university students' continuance intention of using ChatGPT, particularly in the context of academic writing.",,,,,,,,,4,0,0,0,0,1,5,13,55,1360-2357,1573-7608,,,,,,,,,,,,,,2025-01-11,WOS:001390834800001,,
J,"Amirzhanov, Altynbek; Turan, Cemil; Makhmutova, Alfira",,,,"Amirzhanov, Altynbek/JOK-5210-2023; turan, cemil/P-7273-2017","Amirzhanov, Altynbek/0000-0002-0226-6350; turan, cemil/0000-0002-2879-2447",,,,,Plagiarism types and detection methods: a systematic survey of algorithms in text analysis,,,,,,,,FRONTIERS IN COMPUTER SCIENCE,,,,7.0,,,,,,1504725,,,10.3389/fcomp.2025.1504725,,,,,,,Review,MAR 17 2025,2025,"Plagiarism in academic and creative writing continues to be a significant challenge, driven by the exponential growth of digital content. This paper presents a systematic survey of various types of plagiarism and the detection algorithms employed in text analysis. We categorize plagiarism into distinct types, including verbatim, paraphrasing, translation, and idea-based plagiarism, discussing the nuances that make detection complex. This survey critically evaluates existing literature, contrasting traditional methods like string-matching with advanced machine learning, natural language processing, and deep learning approaches. We highlight notable works focusing on cross-language plagiarism detection, source code plagiarism, and intrinsic detection techniques, identifying their contributions and limitations. Additionally, this paper explores emerging challenges such as detecting cross-language plagiarism and AI-generated content. By synthesizing the current landscape and emphasizing recent advancements, we aim to guide future research directions and enhance the robustness of plagiarism detection systems across various domains.",,,,,,,,,2,0,0,0,0,0,4,13,22,,2624-9898,,,,,,,,,,,,,,2025-04-06,WOS:001456301900001,,
J,"Sarmurzin, Yerbol; Kerimbekova, Bayan; Toleubaeva, Kamshat; Zhunusova, Marina; Amanzhol, Nazerke; Zhumagulov, Aitbay",,,,"Amanzhol, Nazerke/JNT-4211-2023; Sarmurzin, Yerbol/ABF-9113-2021","Sarmurzin, Yerbol/0000-0003-3142-0545",,,,,Forced us to adopt alternative pedagogical approaches: Kazakhstani reading literacy improvement initiatives,,,,,,,,RESEARCH IN COMPARATIVE AND INTERNATIONAL EDUCATION,,,,20.0,3,,,397,421,,,,10.1177/17454999251342142,,,,,MAY 2025,,Article,SEP 12 2025,2025,"Comprehending written text is an essential skill that is significant at many levels of education. Nevertheless, Kazakhstani students continue to demonstrate challenges in understanding the textual content. This article seeks to provide insight into attempts made in Kazakhstan to enhance reading literacy among students. The study conducted surveys on a sample of 117 Kazakh literature teachers and conducted in-depth interviews with 10 experienced instructors. Quantitative data were collected by administering an online questionnaire using the Qualtrics platform. The questionnaire inquired about the impact of Programme for International Student Assessment (PISA) on the literacy curriculum, instructional approaches, assessment methods, and any observed changes or enhancements made to the curriculum. The researchers used thematic analysis to examine the qualitative data gathered using semi-structured interviews. The findings revealed notable deficiencies in the curriculum's coherence and applicability to students' practical experiences. Despite these limitations, enhancements were observed in the prioritization of reading comprehension, integration of technology into instructional practices, and cultivation of critical thinking skills. There was a significant transition in educational practices, characterized by a move towards pedagogical approaches that prioritize the needs and interests of students, as well as the adoption of assessment methods based on specific criteria. Teachers acknowledged the positive and negative aspects of this transformation.",,,,,,,,,3,0,0,0,0,0,4,0,1,1745-4999,,,,,,,,,,,,,,,2025-05-15,WOS:001484669800001,,
J,"Shakerimov, Aidar; Altymbek, Medetkhan; Koganezawa, Koichi; Yeshmukhametov, Azamat",,,,"Yeshmukhametov, Azamat/AAC-8576-2020; Shakerimov, Aidar/ONJ-3219-2025","Yeshmukhametov, Azamat/0000-0002-6258-8183;",,,,,Machine learning-based inverse kinematics scalability for prismatic tensegrity structural manipulators,,,,,,,,ROBOTICS AND AUTONOMOUS SYSTEMS,,,,193.0,,,,,,105102,,,10.1016/j.robot.2025.105102,,,,,JUN 2025,,Article,NOV 2025,2025,"Tensegrity structures are gaining attention due to their distinctive features that stem from wire-driven mechanisms and their highly redundant nature. These features include a lightweight framework, improved resistance to impacts, and ability to carry high payloads. Nonetheless, controlling these structures and understanding their movement remain complex challenges. Our research introduces a pioneering control strategy that utilizes some machine learning algorithms (linear regression, ridge regression, and neural network feedforward) to achieve inverse kinematics for prismatic tensegrity manipulators. This approach has been experimentally validated on two different structures, one with a triangular and the other with a quadrangular configuration, each forming a dual-layer setup. Our experimental results indicate that each of the presented algorithms facilitates the approximate inverse kinematics required for the control of the manipulators with average precision error of 2 cm.",,,,,,,,,3,0,0,0,0,0,3,8,16,0921-8890,1872-793X,,,,,,,,,,,,,,2025-07-05,WOS:001519757100001,,
J,"Ala'anzy, Mohammed Alaa; Abilakim, Assyl; Zhanuzak, Raiymbek; Li, Lu",,,,"Al-hadeethi, Mohammed Alaa Fadhil/AAV-9094-2020; Ala'anzy, Mohammed/AAV-9094-2020","Al-hadeethi, Mohammed Alaa Fadhil/0000-0002-0005-7037;",,,,,Real time smart parking system based on IoT and fog computing evaluated through a practical case study,,,,,,,,SCIENTIFIC REPORTS,,,,15.0,1,,,,,33483,,,10.1038/s41598-025-15507-6,,,,,,,Article,SEP 29 2025,2025,"The increasing urban population and the growing preference for private transportation have led to a significant rise in vehicle numbers, exacerbating traffic congestion and parking challenges. Cruising for parking not only consumes time and fuel but also contributes to environmental and energy inefficiencies. Smart parking systems have emerged as essential solutions to these issues, addressing everyday urban challenges and enabling the development of smart, sustainable cities. By reducing traffic congestion and streamlining parking processes, these systems promote eco-friendly and efficient urban transportation. This paper introduces a provenance-based smart parking system leveraging fog computing to enhance real-time parking space management and resource allocation. The proposed system employs a hierarchical fog architecture, with four layers architecture nodes for efficient data storage, transfer, and resource utilisation. The provenance component empowers users with real-time insights into parking availability, facilitating informed decision-making. Simulations conducted using the iFogSim2 toolkit evaluated the system across key metrics, including end-to-end latency, execution cost, execution time, network usage, and energy consumption in both fog and cloud-based environments. A comparative analysis demonstrates that the fog-based approach significantly outperforms its cloud-based counterpart in terms of efficiency and responsiveness. Additionally, the system minimises network usage and optimises space utilisation, reducing the need for parking area expansion. A real-world case study from SDU University Park validated the proposed system, showcasing its effectiveness in managing parking spaces, particularly during peak hours.",,,,,,,,,2,0,0,0,0,0,3,5,5,2045-2322,,,,,,,,,,,,,,,2025-10-15,WOS:001586163600043,41022834.0,
J,"Bakranov, N. B.; Kuli, Zh.; Mukash, Zh. O.; Bakranova, D. I.",,,,"Bakranov, Nurlan/ABF-9395-2021; Mukash, Zhanar/LEL-7233-2024; Bakranova, Dina/ABG-1033-2021","Bakranov, Nurlan/0000-0002-4577-6510; Mukash, Zhanar/0009-0004-7713-3925; Bakranova, Dina/0000-0002-0793-9905",,,,,SiC-based heterostructures and tandem PEC cells for efficient hydrogen production,,,,,,,,RESULTS IN ENGINEERING,,,,27.0,,,,,,106862,,,10.1016/j.rineng.2025.106862,,,,,AUG 2025,,Review,SEP 2025,2025,"Achieving solar-to-hydrogen (STH) conversion efficiencies above 10 % is within reach with silicon carbide (SiC), a wide-bandgap semiconductor offering unique properties for photoelectrochemical (PEC) water splitting. This review integrates recent advances in novel van der Waals heterostructure designs, Janus-based SiC composites, and eco-friendly synthesis routes to improve efficiency and scalability. In addition, it provides a systematic correlation of density functional theory (DFT) predictions with experimental performance metrics, highlighting critical gaps and optimization pathways. Additionally, comprehensive modeling of electronic structures, band alignments, and surface reactions to optimize SiC-based configurations, including type-II heterojunctions with materials such as MoS2 and TiO2. Key performance metrics, such as photocurrent density and STH efficiencies, are evaluated alongside experimental advancements. Despite significant progress, challenges such as long-term photoelectrode stability, scalable fabrication, and cost reduction persist. We discuss strategies to address these issues, including eco-friendly etching techniques and novel material combinations, and propose future research directions. This review highlights that SiC-based tandem systems achieve STH efficiencies up to 6.3 % and stability exceeding 100 days, with DFT modeling suggesting potential beyond 10 %",,,,,,,,,3,0,0,0,0,0,3,13,13,,2590-1230,,,,,,,,,,,,,,2025-09-13,WOS:001564148500017,,
J,"Imyarova, Zulfiya",,,,"Imyarova, Zulfiya/AAQ-9164-2020",,,,,,"Mix but do not blend: marketplace, community, and kinship boundaries",,,,,,,,ASIAN ETHNICITY,,,,27.0,2,,,486,506,,,,10.1080/14631369.2025.2516612,,,,,JUL 2025,,Article,APR 3 2026,2026,"This paper highlights three overlooked aspects of Dungan (Huizu) culture: kinship patterns, community interactions, and an understudied subgroup in Zarya Vostoka, Almaty. Traditionally, Dungans settle based on their Chinese provinces of origin, primarily Gansu and Shaanxi, preserving group cohesion since their arrival in the Russian Empire. Over time, their kinship patterns have remained essentially unchanged. Zarya Vostoka, now part of Almaty, Kazakhstan, has become a hub for Dungans from Kazakhstan and Kyrgyzstan, mainly because of Barakholka, the country's largest shopping center. This ethnographic research explores how Dungan groups navigate relationships within this community. Despite living and working together, Dungans retain distinct kinship patterns and often interact more with local Uyghurs and Kazakhs than with fellow Dungans. Furnivall's concept of 'mix but don't combine' at the marketplace helps explain these dynamics, where they engage economically at Barakholka but deliberately avoid closer social ties in daily life.",,,,,,,,,1,0,0,0,0,0,2,0,1,1463-1369,1469-2953,,,,,,,,,,,,,,2025-07-09,WOS:001522150500001,,
J,"Meraliyev, Meraryslan; Turan, Cemil; Kadyrov, Shirali; Sadyk, Ualikhan",,,,"Meraliyev, Meraryslan/KIK-9525-2024; Kadyrov, Shirali/C-9688-2018; turan, cemil/P-7273-2017; Sadyk, Ualikhan/LDG-3553-2024","Meraliyev, Meraryslan/0000-0003-2627-0837; Kadyrov, Shirali/0000-0002-8352-2597; turan, cemil/0000-0002-2879-2447;",,,,,A Comprehensive Survey of Methods and Challenges of Vehicle Routing Problem with Uncertainties,,,,,,,,MATHEMATICS,,,,13.0,23,,,,,3782,,,10.3390/math13233782,,,,,,,Review,NOV 25 2025,2025,"This paper presents a comprehensive survey of the methodologies and challenges associated with the Vehicle Routing Problem (VRP), focusing on the uncertainties that impact routing decisions in real-world logistics and transportation scenarios. Traditional VRP models often assume static and deterministic conditions, which do not fully capture the complexities of actual logistics operations. This paper categorizes uncertainties into demand variability, travel-time fluctuations, and other dynamic factors, such as service-time variability and vehicle breakdowns. It reviews various approaches to addressing these uncertainties, including dynamic VRP models and the application of reinforcement learning in stochastic environments. The research methodology includes a systematic review of articles published in recent years, emphasizing influential research at the intersection of VRP and uncertainty. The findings highlight the importance of bridging theoretical advances with practical applications to enhance the robustness and adaptability of VRP solutions. The paper concludes by advocating for continued research in this area to improve operational efficiency and service reliability in logistics.",,,,,,,,,2,0,0,0,0,0,2,20,20,,2227-7390,,,,,,,,,,,,,,2025-12-16,WOS:001635100200001,,
J,"Dzhumadil'daev, Askar; Ismailov, Nurlan; Mashurov, Farukh",,,,"Ismailov, Nurlan/Q-9136-2017; Mashurov, Farukh/KOD-6634-2024","Mashurov, Farukh/0000-0001-6049-6800; Dzhumadil'daev, Askar/0000-0002-3551-4955",,,,,On the generalized Poisson and transposed Poisson algebras,,,,,,,,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,,,,,,,,,,,,,10.1142/S0219498826502683,,,,,JUN 2025,,Article; Early Access,,2025,We provide the polynomial identities of algebras that are both generalized Poisson algebras and transposed Poisson algebras. We establish defining identities via single operation for generalized Poisson algebras and prove that It & ocirc;'s theorem holds for generalized Poisson algebras.,,,,,,,,,2,0,0,0,0,0,2,4,5,0219-4988,1793-6829,,,,,,,,,,,,,,2025-06-26,WOS:001512809600001,,
